Row,Position,Genotype,Management,Checks,Year,Country,Country_Year,Harvest_date,Fruit_weight,Fruit_number,Fruit_weight_single,Color_over,Russet_freq_all,Trunk_diameter,Trunk_increment,Flowering_intensity,Flowering_begin,Flowering_full,Flowering_end,Scab,Powdery_mildew,Scab_fruits,Sample_size,Weight_sample,Country_Management,Envir
9,56,1218,1,"",2020,ITA,ITA_2020,230,16.64,190,87.57894737,0,21.05263158,30.59,6.69,100,98,,,,,,19,1.664,ITA_1,ITA_2020_1
9,127,61,1,"",2020,ITA,ITA_2020,224,1.318,16,65.9,0,100,32.5,6.38,37.5,100,,,,,,20,1.318,ITA_1,ITA_2020_1
10,4,286,3,"",2020,ITA,ITA_2020,202,1.944,19,102.3157895,3,10.52631579,24.19,1.51,100,96,,,,,,19,1.944,ITA_3,ITA_2020_3
14,6,301,3,"",2020,ITA,ITA_2020,227,1.506,20,94.125,0,100,23.04,2.39,12.5,125,,,,,,16,1.506,ITA_3,ITA_2020_3
15,44,82,3,"",2020,ITA,ITA_2020,,,4,,,,28.49,6.85,75,98,,,,,,,,ITA_3,ITA_2020_3
17,3,676,3,"",2020,ITA,ITA_2020,198,1.7766,21,84.6,2,50,23.89,4.46,87.5,95,,,,,,10,0.846,ITA_3,ITA_2020_3
18,24,1377,3,"",2020,ITA,ITA_2020,237,9.0432,144,62.8,4,75,25.92,5.39,87.5,97,,,,,,20,1.256,ITA_3,ITA_2020_3
1,5,I_W045,1,"",2021,ITA,ITA_2021,257,53.0376,231,229.6,1,5,33.96,6.74,87.5,95,,,,,,20,4.592,ITA_1,ITA_2021_1
1,112,543,1,"",2021,ITA,ITA_2021,207,1.23375,15,82.25,3,,32.23,3.09,12.5,97,,,,,,16,1.316,ITA_1,ITA_2021_1
2,72,2794,1,"",2021,ITA,ITA_2021,238,1.546,5,309.2,2,0,24.19,2.68,12.5,94,,,,,,5,1.546,ITA_1,ITA_2021_1
2,129,12_F019,1,"",2021,ITA,ITA_2021,222,8.192,64,128,2,83.33333333,36.22,5.98,25,96,,,,,,6,0.768,ITA_1,ITA_2021_1
3,56,12_F046,1,"",2021,ITA,ITA_2021,267,27.6012,306,90.2,4,35,51.57,14.2,87.5,98,,,,,,20,1.804,ITA_1,ITA_2021_1
3,124,584,1,"",2021,ITA,ITA_2021,231,,1,,,,33.82,1.07,12.5,98,,,,,,,,ITA_1,ITA_2021_1
5,119,130,1,"",2021,ITA,ITA_2021,235,2.223,13,171,2,64.28571429,29.7,0.45,12.5,97,,,,,,14,2.394,ITA_1,ITA_2021_1
6,67,I_M047,1,"",2021,ITA,ITA_2021,224,2.82,15,188,2,50,37.31,4.12,12.5,93,,,,,,16,3.008,ITA_1,ITA_2021_1
6,103,I_CC070,1,"",2021,ITA,ITA_2021,273,,2,,,,28.38,2.19,12.5,100,,,,,,,,ITA_1,ITA_2021_1
7,19,410,1,"",2021,ITA,ITA_2021,281,1.605,5,321,0,100,30.62,0.39,12.5,98,,,,,,4,1.284,ITA_1,ITA_2021_1
7,35,32,1,"",2021,ITA,ITA_2021,242,1.9824,7,283.2,5,40,44.28,2.03,12.5,99,,,,,,5,1.416,ITA_1,ITA_2021_1
7,102,5,1,"",2021,ITA,ITA_2021,,,3,,,,28.47,4.61,12.5,108,,,,,,,,ITA_1,ITA_2021_1
8,22,ACW_25581,1,"",2021,ITA,ITA_2021,281,1.504,5,300.8,2,100,44.17,4.74,12.5,96,,,,,,5,1.504,ITA_1,ITA_2021_1
8,66,270,1,"",2021,ITA,ITA_2021,207,0.644,6,107.3333333,1,,20.59,1.8,12.5,101,,,,,,6,0.644,ITA_1,ITA_2021_1
9,1,65,1,Golden_Delicious,2021,ITA,ITA_2021,260,1.7736,6,295.6,0,60,32.99,0.01,12.5,98,,,,,,5,1.478,ITA_1,ITA_2021_1
11,14,270,3,"",2021,ITA,ITA_2021,207,,1,,,,27.72,0.32,12.5,106,,,,,,,,ITA_3,ITA_2021_3
11,44,12_I005,3,"",2021,ITA,ITA_2021,235,4.0964,19,215.6,3,30,23.18,2.68,50,98,,,,,,20,4.312,ITA_3,ITA_2021_3
13,16,1106.1,3,"",2021,ITA,ITA_2021,229,4.750714286,15,316.7142857,3,71.42857143,31.96,0.56,37.5,92,,,,,,14,4.434,ITA_3,ITA_2021_3
13,18,678,3,"",2021,ITA,ITA_2021,312,1.016,4,254,4,20,33.08,5.23,12.5,94,,,,,,5,1.27,ITA_3,ITA_2021_3
14,49,6,3,"",2021,ITA,ITA_2021,,,,,,,25.84,5.22,,,,,,,,,,ITA_3,ITA_2021_3
15,39,FuPi_097,3,"",2021,ITA,ITA_2021,288,2.8728,18,159.6,2,25,35.6,1.15,25,99,,,,,,20,3.192,ITA_3,ITA_2021_3
15,53,2055,3,"",2021,ITA,ITA_2021,203,1.5525,15,103.5,4,,27.86,2.29,25,94,,,,,,12,1.242,ITA_3,ITA_2021_3
16,35,68,3,"",2021,ITA,ITA_2021,235,1.8582,19,97.8,2,0,34.43,0.96,25,93,,,,,,20,1.956,ITA_3,ITA_2021_3
18,28,173,3,"",2021,ITA,ITA_2021,260,14.0728,196,71.8,1,40,43.56,11.26,87.5,99,,,,,,20,1.436,ITA_3,ITA_2021_3
2,40,25,1,"",2022,ITA,ITA_2022,210,7.7616,12,646.8,0,0,34.5,12.19,100,102,,,,,,5,3.234,ITA_1,ITA_2022_1
2,72,2794,1,"",2022,ITA,ITA_2022,286,4.6752,8,584.4,3,0,29.86,5.67,62.5,98,,,,,,5,2.922,ITA_1,ITA_2022_1
2,73,301,1,"",2022,ITA,ITA_2022,220,5.7992,44,131.8,1,75,24.07,1.65,62.5,128,,,,,,20,2.636,ITA_1,ITA_2022_1
2,103,2443,1,"",2022,ITA,ITA_2022,231,7.89,15,526,3,60,37.55,4.47,87.5,102,,,,,,5,2.63,ITA_1,ITA_2022_1
3,129,12_K001,1,"",2022,ITA,ITA_2022,231,0.7312,4,182.8,3,10,31.91,4.03,12.5,104,,,,,,20,3.656,ITA_1,ITA_2022_1
4,92,12_I059,1,"",2022,ITA,ITA_2022,224,8.088,10,808.8,3,40,35.71,0.11,12.5,100,,,,,,5,4.044,ITA_1,ITA_2022_1
6,73,3148,1,"",2022,ITA,ITA_2022,220,5.8135,11,528.5,,,32.17,2.45,62.5,97,,,,,,4,2.114,ITA_1,ITA_2022_1
6,110,12_J013,1,"",2022,ITA,ITA_2022,245,3.056,5,611.2,3,80,42.57,1.84,12.5,103,,,,,,5,3.056,ITA_1,ITA_2022_1
7,34,94,1,"",2022,ITA,ITA_2022,220,9.056,16,566,1,50,25.09,2.93,75,101,,,,,,6,3.396,ITA_1,ITA_2022_1
8,14,489,1,"",2022,ITA,ITA_2022,202,6,8,750,,,50.02,8.27,12.5,104,,,,,,3,2.25,ITA_1,ITA_2022_1
9,50,52,1,"",2022,ITA,ITA_2022,,,,,,,18.08,0.59,0,,,,,,,,,ITA_1,ITA_2022_1
9,53,1901,1,"",2022,ITA,ITA_2022,210,6.288,8,786,,,39.58,4.82,25,103,,,,,,2,1.572,ITA_1,ITA_2022_1
9,73,301,1,"",2022,ITA,ITA_2022,,,,,,,27.86,3.26,37.5,132,,,,,,,,ITA_1,ITA_2022_1
10,41,12_B020,3,"",2022,ITA,ITA_2022,210,,2,,,,27.24,4.58,12.5,100,,,,,,,,ITA_3,ITA_2022_3
12,19,JoPr_1990_102_242,3,"",2022,ITA,ITA_2022,228,1.28,8,160,3,55,33.38,4.96,100,94,,,,,,20,3.2,ITA_3,ITA_2022_3
13,26,6,3,"",2022,ITA,ITA_2022,200,0.694,3,231.3333333,2,0,32.83,5.67,75,100,,,,,,3,0.694,ITA_3,ITA_2022_3
14,26,468,3,"",2022,ITA,ITA_2022,207,,3,,,,41.57,4.69,12.5,103,,,,,,,,ITA_3,ITA_2022_3
16,1,6,3,"",2022,ITA,ITA_2022,200,1.308,6,218,1,0,37.16,6,87.5,101,,,,,,3,0.654,ITA_3,ITA_2022_3
17,47,584,3,"",2022,ITA,ITA_2022,,,1,,,,47.63,1.08,0,,,,,,,,,ITA_3,ITA_2022_3
1,5,I_W045,1,"",2023,ITA,ITA_2023,233,16.367,130,125.9,1,50,48.51,10.11,50,102,,,,,,20,2.518,ITA_1,ITA_2023_1
2,107,12_F007,1,"",2023,ITA,ITA_2023,247,8.998,88,102.25,1,60,55.13,6.25,75,97,,,,,,20,2.045,ITA_1,ITA_2023_1
2,116,12_F014,1,"",2023,ITA,ITA_2023,247,5.5152,72,76.6,5,90,48.76,7.02,75,96,,,,,,20,1.532,ITA_1,ITA_2023_1
3,30,I_M052,1,"",2023,ITA,ITA_2023,228,2.681,58,46.22413793,1,34.48275862,41.11,5.1,37.5,90,,,,,,58,2.681,ITA_1,ITA_2023_1
3,56,12_F046,1,"",2023,ITA,ITA_2023,247,9.0234,108,83.55,1,70,65.36,10.62,100,95,,,,,,20,1.671,ITA_1,ITA_2023_1
3,131,12_K044,1,"",2023,ITA,ITA_2023,241,7.479,90,83.1,0,100,41.67,5.56,62.5,96,,,,,,20,1.662,ITA_1,ITA_2023_1
6,42,12_K044,1,"",2023,ITA,ITA_2023,256,6.1857,79,78.3,0,100,34.81,6.39,87.5,90,,,,,,20,1.566,ITA_1,ITA_2023_1
6,65,15,1,"",2023,ITA,ITA_2023,247,5.472,40,136.8,3,22.5,40.16,6.33,37.5,94,,,,,,40,5.472,ITA_1,ITA_2023_1
6,107,12_O056,1,"",2023,ITA,ITA_2023,241,3.886071429,30,129.5357143,5,10.71428571,32.34,1.83,37.5,89,,,,,,28,3.627,ITA_1,ITA_2023_1
6,109,12_F046,1,"",2023,ITA,ITA_2023,256,8.625,100,86.25,4,35,51.5,11.8,75,94,,,,,,20,1.725,ITA_1,ITA_2023_1
7,12,12_F045,1,"",2023,ITA,ITA_2023,241,9.7934,92,106.45,3,100,57,4.58,75,102,,,,,,20,2.129,ITA_1,ITA_2023_1
7,26,12_I005,1,"",2023,ITA,ITA_2023,241,19.7735,71,278.5,3,70,43.04,7.36,62.5,93,,,,,,20,5.57,ITA_1,ITA_2023_1
7,30,810,1,"",2023,ITA,ITA_2023,261,3.642333333,35,104.0666667,1,0,33.88,4.05,87.5,86,,,,,,30,3.122,ITA_1,ITA_2023_1
8,52,12_F014,1,"",2023,ITA,ITA_2023,247,6.4856,88,73.7,4,80,53.86,6.74,75,95,,,,,,20,1.474,ITA_1,ITA_2023_1
8,86,12_O017,1,"",2023,ITA,ITA_2023,256,8.2892,92,90.1,1,100,40.9,4.03,75,96,,,,,,20,1.802,ITA_1,ITA_2023_1
11,44,12_I005,3,"",2023,ITA,ITA_2023,233,2.1475,5,429.5,4,0,29.41,4.14,12.5,100,,,,,,4,1.718,ITA_3,ITA_2023_3
12,27,12_F052,3,"",2023,ITA,ITA_2023,228,8.8102,98,89.9,1,45,71.29,4.93,62.5,95,,,,,,20,1.798,ITA_3,ITA_2023_3
13,17,473,3,"",2023,ITA,ITA_2023,241,2.464,7,352,0,20,53.64,3.47,12.5,94,,,,,,5,1.76,ITA_3,ITA_2023_3
14,3,2847,3,"",2023,ITA,ITA_2023,261,4.991142857,36,138.6428571,0,42.85714286,33.26,1.55,37.5,102,,,,,,28,3.882,ITA_3,ITA_2023_3
15,37,I_W045,3,"",2023,ITA,ITA_2023,261,10.2998,98,105.1,3,55,47.02,3.23,75,93,,,,,,20,2.102,ITA_3,ITA_2023_3
18,28,173,3,"",2023,ITA,ITA_2023,256,6.98275,85,82.15,0,80,52.54,4.14,75,92,,,,,,20,1.643,ITA_3,ITA_2023_3
1,20,94,1,"",2018,POL,POL_2018,,,,,,,14.55,,0,,,,,,,,,POL_1,POL_2018_1
2,34,6,1,"",2018,POL,POL_2018,,,,,,,22.89,,0,,,,,,,,,POL_1,POL_2018_1
2,108,587,1,"",2018,POL,POL_2018,,,,,,,17.78,,0,,,,,,,,,POL_1,POL_2018_1
2,111,2974,1,"",2018,POL,POL_2018,,,,,,,17.33,,0,,,,,,,,,POL_1,POL_2018_1
4,43,9,1,"",2018,POL,POL_2018,,,,,,,26.74,,0,,,,,,,,,POL_1,POL_2018_1
5,58,577,1,"",2018,POL,POL_2018,,,,,,,33.39,,0,,,,,,,,,POL_1,POL_2018_1
5,80,2980,1,"",2018,POL,POL_2018,,,,,,,15.56,,0,,,,,,,,,POL_1,POL_2018_1
5,90,94,1,"",2018,POL,POL_2018,,,,,,,17.39,,0,,,,,,,,,POL_1,POL_2018_1
5,114,1997,1,"",2018,POL,POL_2018,,,,,,,15.96,,0,,,,,,,,,POL_1,POL_2018_1
6,50,140,1,"",2018,POL,POL_2018,,,,,,,24.66,,0,,,,,,,,,POL_1,POL_2018_1
7,56,12_P003,1,"",2018,POL,POL_2018,,,,,,,13.46,,0,,,,,,,,,POL_1,POL_2018_1
8,19,1091,1,"",2018,POL,POL_2018,,,,,,,17.41,,0,,,,,,,,,POL_1,POL_2018_1
10,58,1910,1,"",2018,POL,POL_2018,,,,,,,18.84,,0,,,,,,,,,POL_1,POL_2018_1
10,67,58,1,"",2018,POL,POL_2018,,,,,,,15.52,,0,,,,,,,,,POL_1,POL_2018_1
10,111,3160,1,"",2018,POL,POL_2018,,,,,,,12.79,,0,,,,,,,,,POL_1,POL_2018_1
11,72,577,1,"",2018,POL,POL_2018,,,,,,,18.93,,0,,,,,,,,,POL_1,POL_2018_1
11,114,587,1,"",2018,POL,POL_2018,,,,,,,22.1,,0,,,,,,,,,POL_1,POL_2018_1
12,110,118,1,"",2018,POL,POL_2018,284,3.4,18,188.89,1,,8.03,,12.5,117,,,,,,,,POL_1,POL_2018_1
2,100,603,1,"",2019,POL,POL_2019,,,,,,,27.23,15.6,0,,,,,,,,,POL_1,POL_2019_1
3,57,1997,1,"",2019,POL,POL_2019,,,,,,,30.24,5.29,0,,,,,,,,,POL_1,POL_2019_1
3,112,786,1,"",2019,POL,POL_2019,,,,,,,20.91,0.85,0,,,,,,,,,POL_1,POL_2019_1
4,2,I_CC055,1,"",2019,POL,POL_2019,,,,,,,25.98,12.6,0,,,,,,,,,POL_1,POL_2019_1
7,12,592,1,"",2019,POL,POL_2019,242,2.32,8,,4,,29.75,8.56,25,115,,,,,,,,POL_1,POL_2019_1
8,5,1218,1,"",2019,POL,POL_2019,,,,,,,22.35,4.42,0,,,,,,,,,POL_1,POL_2019_1
8,29,I_M056,1,"",2019,POL,POL_2019,,,,256.6666667,,,14.88,2.73,25,119,,,,,,,,POL_1,POL_2019_1
8,54,424,1,"",2019,POL,POL_2019,,,,,,,22.21,3.66,0,,,,,,,,,POL_1,POL_2019_1
8,59,72,1,"",2019,POL,POL_2019,,,,,,,19.17,1.31,0,,,,,,,,,POL_1,POL_2019_1
8,92,135,1,"",2019,POL,POL_2019,,,,,,,18.87,4.81,0,,,,,,,,,POL_1,POL_2019_1
9,18,330,1,"",2019,POL,POL_2019,,,,,,,21.14,9.69,0,,,,,,,,,POL_1,POL_2019_1
9,69,I_BB031,1,"",2019,POL,POL_2019,,,,,,,23.45,8.89,0,,,,,,,,,POL_1,POL_2019_1
10,51,12_J004,1,"",2019,POL,POL_2019,,,,,,,25.31,3.55,0,,,,,,,,,POL_1,POL_2019_1
11,29,40,3,"",2019,POL,POL_2019,,,,,,,26.26,4.63,0,,,,,,,,,POL_3,POL_2019_3
11,60,2847,3,"",2019,POL,POL_2019,,,,,,,27.07,0.33,0,,,,,,,,,POL_3,POL_2019_3
12,102,I_CC048,3,"",2019,POL,POL_2019,,,,,,,25.55,12.73,0,,,,,,,,,POL_3,POL_2019_3
14,41,40,3,"",2019,POL,POL_2019,228,2.31,9,,4,,23.31,0,25,122,,,,,,,,POL_3,POL_2019_3
15,66,I_CC075,3,"",2019,POL,POL_2019,,,,,,,25.1,3.27,0,,,,,,,,,POL_3,POL_2019_3
15,97,809,3,"",2019,POL,POL_2019,,,,,,,10.8,2.58,12.5,121,,,,,,,,POL_3,POL_2019_3
3,63,1015,1,"",2020,POL,POL_2020,,,,,,,28.76,3.79,0,,,,,,,,,POL_1,POL_2020_1
4,42,324,1,"",2020,POL,POL_2020,,,,,,,19.97,4.72,0,,,,,,,,,POL_1,POL_2020_1
6,85,639,1,"",2020,POL,POL_2020,,,,,,,22.6,3.6,0,,,,,,,,,POL_1,POL_2020_1
8,10,I_BB049,1,"",2020,POL,POL_2020,,,,,,,23.44,7.24,0,,,,,,,,,POL_1,POL_2020_1
8,27,2061,1,"",2020,POL,POL_2020,,,,,,,25.76,5.35,0,,,,,,,,,POL_1,POL_2020_1
9,7,52,1,"",2020,POL,POL_2020,,,,,,,20.02,5.92,0,,,,,,,,,POL_1,POL_2020_1
9,10,75,1,"",2020,POL,POL_2020,,,,,,,21.12,5.97,0,,,,,,,,,POL_1,POL_2020_1
9,101,I_W044,1,"",2020,POL,POL_2020,,,,,,,25.54,4.74,0,,,,,,,,,POL_1,POL_2020_1
9,102,2794,1,"",2020,POL,POL_2020,,,,,,,28.34,3.59,0,,,,,,,,,POL_1,POL_2020_1
10,13,68,1,"",2020,POL,POL_2020,,,,,,,23.45,5.24,0,,,,,,,,,POL_1,POL_2020_1
10,17,2779,1,"",2020,POL,POL_2020,,,,,,,29.01,4.61,0,,,,,,,,,POL_1,POL_2020_1
10,59,143,1,"",2020,POL,POL_2020,,,,,,,14.08,1.54,0,,,,,,,,,POL_1,POL_2020_1
10,71,1091,1,"",2020,POL,POL_2020,,,,,,,24.2,3.65,0,,,,,,,,,POL_1,POL_2020_1
11,23,JoPr_1990_102_001,3,"",2020,POL,POL_2020,,,,,,,22.44,3.62,0,,,,,,,,,POL_3,POL_2020_3
12,9,1889,3,"",2020,POL,POL_2020,,,,,,,26.96,4.9,0,,,,,,,,,POL_3,POL_2020_3
14,32,739,3,Gala,2020,POL,POL_2020,,,,,,,27.32,3.99,0,,,,,,,,,POL_3,POL_2020_3
14,53,12_I064,3,"",2020,POL,POL_2020,,,,,,,25.88,8.55,0,,,,,,,,,POL_3,POL_2020_3
14,116,FuPi_013,3,"",2020,POL,POL_2020,,,,,,,28.36,15.97,0,,,,,,,,,POL_3,POL_2020_3
15,108,3042,3,"",2020,POL,POL_2020,,,,,,,28.23,3.67,0,,,,,,,,,POL_3,POL_2020_3
1,54,30,1,"",2021,POL,POL_2021,193,4.49,16,280.625,1,,49.46,1.11,50,116,,,1,1,,,,POL_1,POL_2021_1
1,110,2936,1,"",2021,POL,POL_2021,219,7.39,72,102.6388889,1,,39.06,4.94,75,116,,,1,1,,,,POL_1,POL_2021_1
3,82,TeBr_248,1,"",2021,POL,POL_2021,284,3.34,16,208.75,3,,40.83,14.13,25,123,,,2,3,,,,POL_1,POL_2021_1
4,62,GaCr_017,1,"",2021,POL,POL_2021,284,3.92,23,170.4347826,1,,59.77,39.55,75,120,,,1,1,,,,POL_1,POL_2021_1
5,60,NOVADI_0256,1,"",2021,POL,POL_2021,291,4.17,69,60.43478261,1,,51.38,19.09,25,116,,,1,1,,,,POL_1,POL_2021_1
5,96,GaCr_043,1,"",2021,POL,POL_2021,263,2.29,7,327.1428571,2,,39.9,17.59,12.5,117,,,1,1,,,,POL_1,POL_2021_1
7,41,249,1,"",2021,POL,POL_2021,275,7.96,20,398,3,,,,75,121,,,1,1,,,,POL_1,POL_2021_1
9,8,12_O061,1,"",2021,POL,POL_2021,260,3.97,33,120.3030303,3,,36.22,15.57,50,115,,,1,3,,,,POL_1,POL_2021_1
9,39,953,1,"",2021,POL,POL_2021,271,2.48,8,310,0,,,,25,117,,,1,1,,,,POL_1,POL_2021_1
9,45,GaCr_043,1,"",2021,POL,POL_2021,263,2.51,7,358.5714286,2,,46.2,10.05,50,121,,,1,1,,,,POL_1,POL_2021_1
9,47,1962,1,"",2021,POL,POL_2021,265,6.74,39,172.8205128,2,,45.33,16.5,75,119,,,1,3,,,,POL_1,POL_2021_1
10,67,58,1,"",2021,POL,POL_2021,277,1.6,6,266.6666667,2,,,,12.5,120,,,1,1,,,,POL_1,POL_2021_1
10,76,601,1,"",2021,POL,POL_2021,193,6.25,58,107.7586207,4,,33.99,0,75,117,,,1,1,,,,POL_1,POL_2021_1
11,30,722,3,"",2021,POL,POL_2021,257,2.48,13,190.7692308,3,,,,25,118,,,1,1,,,,POL_3,POL_2021_3
12,111,950,3,"",2021,POL,POL_2021,242,5.45,30,181.6666667,0,,,,25,121,,,1,1,,,,POL_3,POL_2021_3
13,11,12_J027,3,"",2021,POL,POL_2021,285,1.91,16,119.375,2,,38.9,1.38,50,119,,,1,3,,,,POL_3,POL_2021_3
14,30,FuGa_217,3,"",2021,POL,POL_2021,275,4.25,48,88.54166667,0,,39.26,5.65,25,119,,,1,1,,,,POL_3,POL_2021_3
15,12,13_38,3,"",2021,POL,POL_2021,295,6.94,28,247.8571429,2,,39.7,1.89,25,117,,,2,1,,,,POL_3,POL_2021_3
15,89,2422,3,"",2021,POL,POL_2021,289,9.78,58,168.6206897,5,,34.92,0.54,100,117,,,1,1,,,,POL_3,POL_2021_3
2,25,12_B006,1,"",2022,POL,POL_2022,,,,,,,57.18,25.06,100,121,,,2,1,,,,POL_1,POL_2022_1
2,83,1893,1,"",2022,POL,POL_2022,250,2.04,7,291.4285714,1,,47.85,,50,124,,,1,1,,,,POL_1,POL_2022_1
3,82,TeBr_248,1,"",2022,POL,POL_2022,,,,,,,49.29,18.18,75,123,,,2,3,,,,POL_1,POL_2022_1
4,61,167,1,"",2022,POL,POL_2022,215,1.25,9,138.8888889,1,,46.06,,12.5,124,,,2,1,,,,POL_1,POL_2022_1
4,78,12_N062,1,"",2022,POL,POL_2022,,,,,,,65.44,,100,119,,,1,3,,,,POL_1,POL_2022_1
5,86,55,1,"",2022,POL,POL_2022,,,,,,,54.03,19.08,75,121,,,1,3,,,,POL_1,POL_2022_1
6,48,I_CC052,1,"",2022,POL,POL_2022,,,,,,,66.52,12.63,75,117,,,2,2,,,,POL_1,POL_2022_1
6,52,FuPi_054,1,"",2022,POL,POL_2022,,,,,,,62.84,23.73,100,119,,,1,1,,,,POL_1,POL_2022_1
6,95,1901,1,"",2022,POL,POL_2022,,,,,,,,,0,,,,,,,,,POL_1,POL_2022_1
7,65,GaCr_052,1,"",2022,POL,POL_2022,,,,,,,48.09,15.31,75,122,,,1,3,,,,POL_1,POL_2022_1
8,52,29,1,"",2022,POL,POL_2022,,,,,,,,,0,,,,,,,,,POL_1,POL_2022_1
8,72,366,1,"",2022,POL,POL_2022,215,1.1,10,110,5,,58.51,,25,124,,,1,3,,,,POL_1,POL_2022_1
10,15,1893,1,"",2022,POL,POL_2022,250,3.25,11,295.4545455,1,,,,75,124,,,1,1,,,,POL_1,POL_2022_1
12,4,TeBr_248,3,"",2022,POL,POL_2022,,,,,,,45.59,,50,121,,,1,3,,,,POL_3,POL_2022_3
12,96,12_B093,3,"",2022,POL,POL_2022,,,,,,,66.7,,75,117,,,1,1,,,,POL_3,POL_2022_3
12,100,FuPi_054,3,"",2022,POL,POL_2022,,,,,,,63.23,15.18,75,119,,,1,1,,,,POL_3,POL_2022_3
13,78,TeBr_248,3,"",2022,POL,POL_2022,,,,,,,,,75,121,,,1,3,,,,POL_3,POL_2022_3
14,54,543,3,"",2022,POL,POL_2022,234,1.61,14,115,5,,45.7,,50,124,,,1,1,,,,POL_3,POL_2022_3
15,108,3042,3,"",2022,POL,POL_2022,270,0.59,5,118,5,,,,50,122,,,1,1,,,,POL_3,POL_2022_3
1,18,TeBr_043,1,"",2023,POL,POL_2023,240,5.98,28,213.5714286,2,,,,75,117,,,7,6,,,,POL_1,POL_2023_1
1,53,2830,1,"",2023,POL,POL_2023,261,2.33,17,137.0588235,1,,49.4,5.15,50,119,,,2,9,,,,POL_1,POL_2023_1
2,8,12_K016,1,"",2023,POL,POL_2023,275,8.83,38,232.3684211,0,,68.25,7.06,75,119,,,1,8,,,,POL_1,POL_2023_1
2,112,2823,1,"",2023,POL,POL_2023,,,,,,,62.41,3.17,0,119,,,1,9,,,,POL_1,POL_2023_1
3,18,NOVADI_0268,1,"",2023,POL,POL_2023,270,8.2,34,241.1764706,4,,,,25,118,,,1,8,,,,POL_1,POL_2023_1
3,67,2061,1,"",2023,POL,POL_2023,,,,,,,,,75,125,,,6,3,,,,POL_1,POL_2023_1
3,70,333,1,"",2023,POL,POL_2023,,,,,,,58.8,11.8,37.5,119,,,1,9,,,,POL_1,POL_2023_1
4,118,3172,1,"",2023,POL,POL_2023,214,5.61,33,170,1,,60.68,8.12,25,118,,,8,2,,,,POL_1,POL_2023_1
5,55,GaCr_052,1,"",2023,POL,POL_2023,261,4.4,24,183.3333333,0,,59.83,13.04,37.5,116,,,9,3,,,,POL_1,POL_2023_1
8,32,216,1,"",2023,POL,POL_2023,271,3.55,25,142,2,,,,25,116,,,1,9,,,,POL_1,POL_2023_1
8,72,366,1,"",2023,POL,POL_2023,,,,,,,78.39,19.88,75,124,,,3,2,,,,POL_1,POL_2023_1
9,39,953,1,"",2023,POL,POL_2023,271,2.56,11,232.7272727,0,,38.05,,25,117,,,1,9,,,,POL_1,POL_2023_1
10,49,12_L001,1,"",2023,POL,POL_2023,271,4.49,33,136.0606061,0,,56.2,7.78,12.5,119,,,1,9,,,,POL_1,POL_2023_1
11,35,582,3,"",2023,POL,POL_2023,,,,,,,47.83,2.82,25,118,,,1,9,,,,POL_3,POL_2023_3
12,65,DLO_12_221,3,"",2023,POL,POL_2023,,,,,,,72.9,14.77,12.5,119,,,1,4,,,,POL_3,POL_2023_3
12,118,93,3,"",2023,POL,POL_2023,243,1.28,5,256,0,,49.64,10.92,37.5,121,,,1,2,,,,POL_3,POL_2023_3
14,8,DLO_12_162,3,"",2023,POL,POL_2023,,,,,,,82.21,21.5,75,120,,,1,3,,,,POL_3,POL_2023_3
14,11,I_W037,3,"",2023,POL,POL_2023,,,,,,,77.77,18.79,12.5,117,,,1,7,,,,POL_3,POL_2023_3
15,25,143,3,"",2023,POL,POL_2023,,,,,,,41.75,0,12.5,122,,,7,5,,,,POL_3,POL_2023_3
