Genotype,Envir,Management,Row,Position,Color_over,R,P,Color_over_spats_residuals,Color_over_spats_geno_pred_values,Color_over_spats_adj_pheno
TeBr_071,POL_2021_3,3,15,24,2,15,24,0.0399392310265563,2.02070091821036,2.06064014923692
TeBr_071,POL_2021_3,3,13,83,2,13,83,-0.0363093764761513,2.02070091821036,1.98439154173421
TeBr_084,POL_2021_3,3,14,14,3,14,14,0.0259337405523148,2.98656912506955,3.01250286562186
TeBr_084,POL_2021_3,3,11,54,3,11,54,-0.00783944512969637,2.98656912506955,2.97872967993985
TeBr_084,POL_2021_3,3,12,82,3,12,82,0.00446199394871183,2.98656912506955,2.99103111901826
TeBr_180,POL_2021_3,3,11,48,2,11,48,-0.042915165873052,2.01653375281441,1.97361858694136
TeBr_180,POL_2021_3,3,15,15,2,15,15,0.0464633637505327,2.01653375281441,2.06299711656494
TeBr_248,POL_2021_3,3,13,78,3,13,78,0.0220482871541825,2.96064436981593,2.98269265697011
1020,POL_2022_1,1,10,91,1,10,91,-0.129616004644283,0.987743751867361,0.858127747223078
1020,POL_2022_1,1,5,44,1,5,44,0.0470171201411523,0.987743751867361,1.03476087200851
1123,POL_2022_1,1,9,110,1,9,110,-0.138816108869276,1.01660033286771,0.877784223998435
1123,POL_2022_1,1,2,37,1,2,37,0.0581928200787548,1.01660033286771,1.07479315294647
1125,POL_2022_1,1,4,11,1,4,11,-0.0780095225538879,1.11930382136806,1.04129429881417
1125,POL_2022_1,1,3,117,1,3,117,0.00441757859067693,1.11930382136806,1.12372139995873
114,POL_2022_1,1,8,80,1,8,80,-0.136956995154744,0.98841428092203,0.851457285767286
114,POL_2022_1,1,4,52,1,4,52,0.0544040167943267,0.98841428092203,1.04281829771636
130,POL_2022_1,1,7,114,1,7,114,-0.0540828091631267,1.03879738455886,0.984714575395729
130,POL_2022_1,1,5,1,1,5,1,-0.0250208124099618,1.03879738455886,1.01377657214889
140,POL_2022_1,1,9,111,2,9,111,-0.0693429156613288,1.94308008967762,1.87373717401629
140,POL_2022_1,1,6,50,2,6,50,0.0521488125857257,1.94308008967762,1.99522890226334
1446,POL_2022_1,1,8,114,0,8,114,-0.127877283437464,0.0701157318024603,-0.057761551635004
1446,POL_2022_1,1,3,10,0,3,10,-0.0175447741291837,0.0701157318024603,0.0525709576732766
1478,POL_2022_1,1,1,1,4,1,1,0.120018772518666,3.94728288968068,4.06730166219935
152,POL_2022_1,1,11,107,0,11,107,-0.110578372036449,-0.0669126156768805,-0.177490987713329
152,POL_2022_1,1,10,108,0,10,108,-0.0961132659012177,-0.0669126156768805,-0.163025881578098
152,POL_2022_1,1,7,5,0,7,5,0.0518882674641854,-0.0669126156768805,-0.015024348212695
163,POL_2022_1,1,9,62,1,9,62,-0.0433193001551484,0.956038103592122,0.912718803436974
163,POL_2022_1,1,10,47,1,10,47,-0.041450234529899,0.956038103592122,0.914587869062223
1962,POL_2022_1,1,9,47,2,9,47,-0.0389305113876013,1.97874357616369,1.93981306477609
1962,POL_2022_1,1,6,68,2,6,68,0.024178022271657,1.97874357616369,2.00292159843535
202,POL_2022_1,1,9,33,3,9,33,0.0474687763068227,2.88757981940949,2.93504859571631
2061,POL_2022_1,1,8,27,0,8,27,-0.128359179565338,0.105835502724324,-0.0225236768410132
2061,POL_2022_1,1,3,67,0,3,67,-0.014617410664497,0.105835502724324,0.0912180920598273
249,POL_2022_1,1,1,26,2,1,26,-0.830383213930656,2.98701453687101,2.15663132294035
249,POL_2022_1,1,8,100,4,8,100,0.884659546596938,2.98701453687101,3.87167408346794
2722,POL_2022_1,1,11,100,3,11,100,-0.0811819268300309,2.83624164594788,2.75505971911785
2722,POL_2022_1,1,9,51,3,9,51,0.079606918953302,2.83624164594788,2.91584856490118
2722,POL_2022_1,1,10,63,3,10,63,0.0455290408609739,2.83624164594788,2.88177068680885
2784,POL_2022_1,1,10,104,3,10,104,-0.0238174730113516,2.86726166880628,2.84344419579493
2784,POL_2022_1,1,9,46,3,9,46,0.0698952164990332,2.86726166880628,2.93715688530531
2809,POL_2022_1,1,10,27,0,10,27,-0.033378184682306,-0.0292968198737489,-0.0626750045560549
2809,POL_2022_1,1,10,96,0,10,96,-0.118849911717161,-0.0292968198737489,-0.14814673159091
2810,POL_2022_1,1,4,14,2,4,14,0.0629840713027514,1.9724861965433,2.03547026784605
2810,POL_2022_1,1,9,88,2,9,88,-0.0781649567124241,1.9724861965433,1.89432123983087
2847,POL_2022_1,1,3,8,0,3,8,-0.00783714504362191,-0.0009400903995056,-0.00877723544312751
2847,POL_2022_1,1,10,93,0,10,93,-0.142449576763617,-0.0009400903995056,-0.143389667163122
2849,POL_2022_1,1,4,51,0,4,51,0.0281486778720429,0.0189753966729316,0.0471240745449744
2849,POL_2022_1,1,10,115,0,10,115,-0.177071934240516,0.0189753966729316,-0.158096537567584
2850,POL_2022_1,1,4,112,3,4,112,0.0564610340949905,3.0189254249829,3.07538645907789
286,POL_2022_1,1,2,27,2,2,27,0.0275366451215231,2.07039366036862,2.09793030549014
286,POL_2022_1,1,5,84,2,5,84,-0.0360145338815614,2.07039366036862,2.03437912648706
2862,POL_2022_1,1,8,17,0,8,17,-0.155368048426941,0.133625470470063,-0.0217425779568782
2862,POL_2022_1,1,1,65,0,1,65,0.0142940308245122,0.133625470470063,0.147919501294575
2865,POL_2022_1,1,8,98,2,8,98,-0.0179559502744304,1.93195215228509,1.91399620201066
2872,POL_2022_1,1,5,10,1,5,10,0.00874751757978387,1.01242631652994,1.02117383410973
2872,POL_2022_1,1,8,101,1,8,101,-0.089656570258315,1.01242631652994,0.922769746271626
29,POL_2022_1,1,8,118,2,8,118,-0.0519227454497364,1.96100411089571,1.90908136544598
29,POL_2022_1,1,6,90,2,6,90,0.035955766941338,1.96100411089571,1.99695987783705
2979,POL_2022_1,1,4,68,0,4,68,-0.0893670531649157,0.153553059456794,0.0641860062918785
2979,POL_2022_1,1,2,45,0,2,45,-0.0503426704705857,0.153553059456794,0.103210388986209
2992,POL_2022_1,1,2,59,2,2,59,0.0164092020935025,2.09595055261246,2.11235975470596
2992,POL_2022_1,1,6,6,2,6,6,-0.0878605230583669,2.09595055261246,2.00809002955409
2992,POL_2022_1,1,2,109,2,2,109,0.0647231227431404,2.09595055261246,2.1606736753556
3042,POL_2022_1,1,1,102,5,1,102,0.153032902083652,5.0259317098858,5.17896461196945
3042,POL_2022_1,1,2,6,5,2,6,0.0408329413883495,5.0259317098858,5.06676465127415
3190,POL_2022_1,1,4,34,0,4,34,-0.137040884953405,0.192535508707734,0.0554946237543289
334,POL_2022_1,1,5,8,5,5,8,1.01089666633293,3.94995888099135,4.96085554732428
334,POL_2022_1,1,8,73,5,8,73,0.930947346987979,3.94995888099135,4.88090622797933
334,POL_2022_1,1,5,35,2,5,35,-1.82164203555834,3.94995888099135,2.12831684543301
366,POL_2022_1,1,10,23,5,10,23,0.173970521580719,4.73533026546026,4.90930078704098
46,POL_2022_1,1,6,83,2,6,83,0.0370992964447139,1.97218019717049,2.0092794936152
46,POL_2022_1,1,9,57,2,9,57,-0.0523011313580399,1.97218019717049,1.91987906581245
468,POL_2022_1,1,10,26,5,10,26,0.178389626244617,4.79987801218248,4.9782676384271
472,POL_2022_1,1,3,37,5,3,37,0.202403581199646,4.8497391421385,5.05214272333815
472,POL_2022_1,1,11,81,5,11,81,-0.0206003338276535,4.8497391421385,4.82913880831085
483,POL_2022_1,1,4,7,1,4,7,-0.0218426282896889,1.05653293586648,1.03469030757679
483,POL_2022_1,1,6,87,1,6,87,-0.0560467718507405,1.05653293586648,1.00048616401574
491,POL_2022_1,1,10,97,5,10,97,1.40780476255798,3.35452759057748,4.76233235313546
491,POL_2022_1,1,8,42,2,8,42,-1.3283675415238,3.35452759057748,2.02616004905367
508,POL_2022_1,1,6,118,2,6,118,0.0180313352186743,1.97806209700831,1.99609343222699
508,POL_2022_1,1,4,37,2,4,37,0.0514301967960942,1.97806209700831,2.02949229380441
508,POL_2022_1,1,9,89,2,9,89,-0.0842606769454619,1.97806209700831,1.89380142006285
515,POL_2022_1,1,10,113,5,10,113,0.03760804412018,4.78835393065161,4.82596197477179
515,POL_2022_1,1,9,23,5,9,23,0.139992613879584,4.78835393065161,4.9283465445312
522,POL_2022_1,1,8,113,2,8,113,-0.0411278391602088,1.95152711479593,1.91039927563573
522,POL_2022_1,1,4,8,2,4,8,0.0245120411377133,1.95152711479593,1.97603915593365
533,POL_2022_1,1,1,36,4,1,36,0.0439641647322691,4.06781271178839,4.11177687652066
533,POL_2022_1,1,2,106,4,2,106,0.0843063892359717,4.06781271178839,4.15211910102437
543,POL_2022_1,1,4,38,5,4,38,0.104175939205204,4.93776518268696,5.04194112189216
543,POL_2022_1,1,5,102,5,5,102,0.0836537971781866,4.93776518268696,5.02141897986514
548,POL_2022_1,1,5,46,0,5,46,-0.109834638462896,0.146862399787489,0.0370277613245934
548,POL_2022_1,1,2,63,0,2,63,-0.0303331449322552,0.146862399787489,0.116529254855234
567,POL_2022_1,1,2,50,3,2,50,0.064145602254043,3.03507380094598,3.09921940320002
567,POL_2022_1,1,5,63,3,5,63,-0.0065790088303892,3.03507380094598,3.02849479211559
57,POL_2022_1,1,3,98,5,3,98,0.111713604947926,4.99406510546287,5.10577871041079
57,POL_2022_1,1,6,42,5,6,42,0.0799705688705448,4.99406510546287,5.07403567433341
639,POL_2022_1,1,8,34,2,8,34,-0.0215202786175404,1.98950290296302,1.96798262434548
639,POL_2022_1,1,6,85,2,6,85,0.00750440067167224,1.98950290296302,1.99700730363469
65,POL_2022_1,1,10,107,0,10,107,-0.418681691682634,0.281864494879185,-0.136817196803449
65,POL_2022_1,1,2,47,0,2,47,-0.165475061375687,0.281864494879185,0.116389433503497
65,POL_2022_1,1,3,115,0,3,115,-0.140825806777589,0.281864494879185,0.141038688101595
65,POL_2022_1,1,1,78,0,1,78,-0.111244719553775,0.281864494879185,0.170619775325409
65,POL_2022_1,1,9,26,0,9,26,-0.28377866917229,0.281864494879185,-0.00191417429310536
65,POL_2022_1,1,1,31,0,1,31,-0.163200053275749,0.281864494879185,0.118664441603436
65,POL_2022_1,1,1,46,0,1,46,-0.144965858044042,0.281864494879185,0.136898636835142
65,POL_2022_1,1,4,19,0,4,19,-0.228537814625508,0.281864494879185,0.0533266802536767
65,POL_2022_1,1,3,116,0,3,116,-0.149881548149865,0.281864494879185,0.13198294672932
65,POL_2022_1,1,9,114,0,9,114,-0.382102173529178,0.281864494879185,-0.100237678649993
65,POL_2022_1,1,3,29,0,3,29,-0.209186871334126,0.281864494879185,0.072677623545059
65,POL_2022_1,1,5,83,0,5,83,-0.238090648424761,0.281864494879185,0.0437738464544238
65,POL_2022_1,1,3,44,0,3,44,-0.198198091560222,0.281864494879185,0.0836664033189624
65,POL_2022_1,1,10,95,0,10,95,-0.411913140099364,0.281864494879185,-0.130048645220179
65,POL_2022_1,1,10,80,2,10,80,1.50214894475897,0.281864494879185,1.78401343963815
65,POL_2022_1,1,3,41,2,3,41,1.69301008526955,0.281864494879185,1.97487458014873
65,POL_2022_1,1,1,109,0,1,109,-0.0800020753590495,0.281864494879185,0.201862419520135
676,POL_2022_1,1,8,31,2,8,31,-0.0143081643478218,1.98523361538578,1.97092545103796
71,POL_2022_1,1,7,20,4,7,20,0.0382821934901996,3.9451907145778,3.983472908068
71,POL_2022_1,1,5,79,4,5,79,0.0815933433428779,3.9451907145778,4.02678405792068
739,POL_2022_1,1,10,61,5,10,61,-0.105620588914593,4.98747512475188,4.88185453583729
739,POL_2022_1,1,7,1,5,7,1,-0.000461097471040617,4.98747512475188,4.98701402728084
739,POL_2022_1,1,6,56,5,6,56,0.0121713039897884,4.98747512475188,4.99964642874167
739,POL_2022_1,1,4,22,5,4,22,0.0509155777106729,4.98747512475188,5.03839070246255
739,POL_2022_1,1,9,86,5,9,86,-0.0906835753439657,4.98747512475188,4.89679154940791
739,POL_2022_1,1,8,74,5,8,74,-0.0503677128582938,4.98747512475188,4.93710741189359
739,POL_2022_1,1,6,110,5,6,110,0.0146477613228999,4.98747512475188,5.00212288607478
739,POL_2022_1,1,1,52,5,1,52,0.134880908231862,4.98747512475188,5.12235603298374
739,POL_2022_1,1,10,35,5,10,35,0.030164338040505,4.98747512475188,5.01763946279239
739,POL_2022_1,1,2,13,5,2,13,0.0785272115862243,4.98747512475188,5.0660023363381
739,POL_2022_1,1,2,29,5,2,29,0.105793115703216,4.98747512475188,5.0932682404551
739,POL_2022_1,1,5,2,5,5,2,0.0301844940192835,4.98747512475188,5.01765961877116
739,POL_2022_1,1,8,14,5,8,14,-0.0189187292174555,4.98747512475188,4.96855639553442
77,POL_2022_1,1,7,27,0,7,27,-0.113944693707586,0.11149668065162,-0.00244801305596611
77,POL_2022_1,1,4,104,0,4,104,-0.0286443177290044,0.11149668065162,0.0828523629226154
Modi,POL_2022_1,1,1,30,5,1,30,0.138517660135006,4.9606623639853,5.0991800241203
Modi,POL_2022_1,1,8,90,5,8,90,-0.0362958641189932,4.9606623639853,4.9243664998663
Modi,POL_2022_1,1,8,60,5,8,60,-0.0168799850214585,4.9606623639853,4.94378237896384
Modi,POL_2022_1,1,4,54,5,4,54,0.088802931678309,4.9606623639853,5.04946529566361
Modi,POL_2022_1,1,2,61,5,2,61,0.151831114445895,4.9606623639853,5.11249347843119
Modi,POL_2022_1,1,8,50,5,8,50,-0.0174287124665016,4.9606623639853,4.9432336515188
Modi,POL_2022_1,1,10,55,5,10,55,-0.0655554038894453,4.9606623639853,4.89510696009585
Modi,POL_2022_1,1,8,66,5,8,66,-0.0203695923493203,4.9606623639853,4.94029277163598
Modi,POL_2022_1,1,8,71,5,8,71,-0.0232775984531184,4.9606623639853,4.93738476553218
Modi,POL_2022_1,1,5,5,5,5,5,0.0531356453628282,4.9606623639853,5.01379800934812
Modi,POL_2022_1,1,9,105,5,9,105,-0.0810130028718303,4.9606623639853,4.87964936111347
Modi,POL_2022_1,1,5,24,5,5,24,0.058797989317033,4.9606623639853,5.01946035330233
Modi,POL_2022_1,1,9,104,5,9,104,-0.0773168070561487,4.9606623639853,4.88334555692915
Modi,POL_2022_1,1,7,7,5,7,7,0.0292495476563905,4.9606623639853,4.98991191164169
Modi,POL_2022_1,1,6,62,5,6,62,0.0393184729144176,4.9606623639853,4.99998083689971
Modi,POL_2022_1,1,10,29,5,10,29,-0.0321190590095855,4.9606623639853,4.92854330497571
1123,POL_2022_3,3,13,77,1,13,77,-0.0960564961660941,1.09401109211464,0.997954595948549
1123,POL_2022_3,3,13,56,1,13,56,-0.103666658274081,1.09401109211464,0.990344433840562
1123,POL_2022_3,3,15,8,1,15,8,0.154619451367216,1.09401109211464,1.24863054348186
163,POL_2022_3,3,13,10,1,13,10,0.0387588204395986,0.929557848844589,0.968316669284188
163,POL_2022_3,3,11,41,1,11,41,-0.0899463855203497,0.929557848844589,0.83961146332424
1962,POL_2022_3,3,15,2,2,15,2,0.0999255299756461,2.16171726616699,2.26164279614264
1962,POL_2022_3,3,15,52,2,15,52,0.000762131076826877,2.16171726616699,2.16247939724382
1962,POL_2022_3,3,15,106,2,15,106,-0.106292130795426,2.16171726616699,2.05542513537157
202,POL_2022_3,3,15,45,3,15,45,0.0985756856112925,3.07638310703964,3.17495879265093
202,POL_2022_3,3,13,96,3,13,96,-0.0703425693726203,3.07638310703964,3.00604053766702
2809,POL_2022_3,3,15,55,0,15,55,0.0610950578264188,0.0943308541326244,0.155425911959043
2809,POL_2022_3,3,14,12,0,14,12,-0.0811148935435194,0.0943308541326244,0.013215960589105
2809,POL_2022_3,3,12,77,0,12,77,-0.0620665166418363,0.0943308541326244,0.0322643374907882
2847,POL_2022_3,3,11,60,0,11,60,-0.126805033799263,0.0222941654365094,-0.104510868362753
2847,POL_2022_3,3,15,82,0,15,82,0.0784224259798209,0.0222941654365094,0.10071659141633
2847,POL_2022_3,3,14,46,0,14,46,-0.0363687042861734,0.0222941654365094,-0.014074538849664
2862,POL_2022_3,3,12,97,0,12,97,0.0461454654199218,0.0167566488195079,0.0629021142394297
2862,POL_2022_3,3,11,56,0,11,56,-0.131101635066157,0.0167566488195079,-0.11434498624665
2992,POL_2022_3,3,11,38,2,11,38,-0.104926396336627,1.93606280229465,1.83113640595802
2992,POL_2022_3,3,12,69,2,12,69,0.0793093909584965,1.93606280229465,2.01537219325314
2992,POL_2022_3,3,12,28,2,12,28,0.0116645663744748,1.93606280229465,1.94772736866912
3042,POL_2022_3,3,15,94,5,15,94,0.125204581827469,4.95054571132058,5.07575029314805
3042,POL_2022_3,3,12,12,5,12,12,-0.0276377970160135,4.95054571132058,4.92290791430456
334,POL_2022_3,3,13,59,2,13,59,-0.0582616224559609,2.04700162076469,1.98873999830873
334,POL_2022_3,3,14,92,2,14,92,-0.0967711725431206,2.04700162076469,1.95023044822157
334,POL_2022_3,3,15,36,2,15,36,0.145184479753996,2.04700162076469,2.19218610051869
366,POL_2022_3,3,13,68,5,13,68,0.0611567994971578,4.92961056434511,4.99076736384226
366,POL_2022_3,3,11,58,5,11,58,-0.041363962767587,4.92961056434511,4.88824660157752
366,POL_2022_3,3,14,17,5,14,17,0.0769994632327107,4.92961056434511,5.00661002757782
46,POL_2022_3,3,13,113,2,13,113,-0.00426504518756277,2.01622271512225,2.01195766993468
46,POL_2022_3,3,12,87,2,12,87,0.0301684936069204,2.01622271512225,2.04639120872917
46,POL_2022_3,3,12,46,2,12,46,-0.0368904132341097,2.01622271512225,1.97933230188814
483,POL_2022_3,3,14,108,1,14,108,-0.070450088275962,1.00769044878227,0.93724036050631
483,POL_2022_3,3,13,24,1,13,24,-0.0349496025426426,1.00769044878227,0.972740846239629
483,POL_2022_3,3,15,100,1,15,100,0.0571026005431989,1.00769044878227,1.06479304932547
543,POL_2022_3,3,14,13,5,14,13,0.0225760020208741,4.99003421159969,5.01261021362057
543,POL_2022_3,3,15,99,5,15,99,0.0764516392736567,4.99003421159969,5.06648585087335
548,POL_2022_3,3,11,10,0,11,10,-0.182791371508016,-0.066841450056093,-0.249632821564109
548,POL_2022_3,3,14,77,0,14,77,0.0293715344321427,-0.066841450056093,-0.0374699156239503
548,POL_2022_3,3,14,27,0,14,27,0.0653709993401628,-0.066841450056093,-0.00147045071593015
57,POL_2022_3,3,14,24,5,14,24,-0.000305001800167126,5.00286904058903,5.00256403878886
57,POL_2022_3,3,12,67,5,12,67,0.0102987704033328,5.00286904058903,5.01316781099236
57,POL_2022_3,3,12,115,5,12,115,0.0895086904992306,5.00286904058903,5.09237773108826
639,POL_2022_3,3,12,17,2,12,17,-0.0251794638064258,1.95379253723474,1.92861307342831
639,POL_2022_3,3,14,70,2,14,70,0.011882927104629,1.95379253723474,1.96567546433937
65,POL_2022_3,3,11,34,2,11,34,0.996713164288892,0.80475260480991,1.8014657690988
65,POL_2022_3,3,15,22,0,15,22,-0.572231505807176,0.80475260480991,0.232521099002734
65,POL_2022_3,3,14,37,2,14,37,1.16754163121123,0.80475260480991,1.97229423602113
65,POL_2022_3,3,13,73,2,13,73,1.16975742019252,0.80475260480991,1.97451002500243
65,POL_2022_3,3,12,76,0,12,76,-0.763577678045648,0.80475260480991,0.041174926764262
65,POL_2022_3,3,15,93,0,15,93,-0.713006189986809,0.80475260480991,0.0917464148231008
65,POL_2022_3,3,15,6,0,15,6,-0.540494844325697,0.80475260480991,0.264257760484212
65,POL_2022_3,3,13,66,0,13,66,-0.800506667552025,0.80475260480991,0.00424593725788469
71,POL_2022_3,3,11,13,4,11,13,-0.142109352978903,3.90079108198982,3.75868172901092
71,POL_2022_3,3,13,101,4,13,101,0.102861074270371,3.90079108198982,4.00365215626019
71,POL_2022_3,3,14,26,4,14,26,0.0979799382291038,3.90079108198982,3.99877102021893
739,POL_2022_3,3,12,101,5,12,101,0.0694978649491791,4.9980100129973,5.06750787794647
739,POL_2022_3,3,14,32,5,14,32,-0.00227854370908087,4.9980100129973,4.99573146928821
739,POL_2022_3,3,15,95,5,15,95,0.0765365057062466,4.9980100129973,5.07454651870354
739,POL_2022_3,3,12,11,5,12,11,-0.0773033021705016,4.9980100129973,4.92070671082679
739,POL_2022_3,3,15,104,5,15,104,0.0586943644035358,4.9980100129973,5.05670437740083
739,POL_2022_3,3,14,34,5,14,34,-0.0201747066050073,4.9980100129973,4.97783530639229
739,POL_2022_3,3,13,53,5,13,53,-0.0127087496419129,4.9980100129973,4.98530126335538
739,POL_2022_3,3,13,98,5,13,98,0.00705926897711517,4.9980100129973,5.00506928197441
77,POL_2022_3,3,12,7,0,12,7,-0.1286028250227,0.0434585832574532,-0.0851442417652468
77,POL_2022_3,3,12,112,0,12,112,0.0446344795216858,0.0434585832574532,0.0880930627791391
Modi,POL_2022_3,3,14,85,5,14,85,-0.0270545928170201,4.9816131489113,4.95455855609428
Modi,POL_2022_3,3,13,21,5,13,21,-0.0109897714850948,4.9816131489113,4.9706233774262
Modi,POL_2022_3,3,15,71,5,15,71,0.14024294879705,4.9816131489113,5.12185609770835
Modi,POL_2022_3,3,14,36,5,14,36,0.00837841896228042,4.9816131489113,4.98999156787358
Modi,POL_2022_3,3,14,21,5,14,21,0.0225267735644001,4.9816131489113,5.0041399224757
Modi,POL_2022_3,3,14,96,5,14,96,-0.0343876685514619,4.9816131489113,4.94722548035984
1,POL_2023_1,1,10,39,2,10,39,0.00555127719453008,1.99264275211846,1.99819402931299
1020,POL_2023_1,1,5,44,1,5,44,-0.0228015183743822,1.04718425853985,1.02438274016546
1091,POL_2023_1,1,8,19,2,8,19,0.00557157761355365,1.99331969431067,1.99889127192422
1106.1,POL_2023_1,1,6,24,1,6,24,-0.0228700799322867,1.04489798990385,1.02202790997157
1113,POL_2023_1,1,10,20,5,10,20,0.0224493136993162,4.96128784600583,4.98373715970515
1113,POL_2023_1,1,7,110,5,7,110,0.0721269053993963,4.96128784600583,5.03341475140523
112,POL_2023_1,1,2,107,3,2,107,0.0226066966763203,3.0027532808664,3.02535997754272
112,POL_2023_1,1,7,25,3,7,25,0.0132361877311289,3.0027532808664,3.01598946859753
1123,POL_2023_1,1,2,37,1,2,37,-0.00417872001803632,1.05235259578008,1.04817387576205
1123,POL_2023_1,1,9,110,1,9,110,-0.0184678081476803,1.05235259578008,1.0338847876324
1125,POL_2023_1,1,4,11,1,4,11,-0.0369959163495928,1.04266669005571,1.00567077370612
1125,POL_2023_1,1,3,117,1,3,117,0.0140589232858782,1.04266669005571,1.05672561334159
114,POL_2023_1,1,8,80,1,8,80,-0.0249601242462252,0.975202917198746,0.95024279295252
12_196,POL_2023_1,1,11,89,3,11,89,0.0337077637313143,2.93155508197422,2.96526284570553
12_197,POL_2023_1,1,6,78,2,6,78,-0.021802765457974,1.97957616403437,1.9577733985764
12_197,POL_2023_1,1,7,19,2,7,19,0.0269621964707369,1.97957616403437,2.00653836050511
12_204,POL_2023_1,1,8,115,3,8,115,0.0156311114169165,3.03889773300155,3.05452884441847
12_204,POL_2023_1,1,1,32,3,1,32,0.0212956875878398,3.03889773300155,3.06019342058939
12_205,POL_2023_1,1,11,85,2,11,85,-0.032317306334348,1.98947641565477,1.95715910932042
12_205,POL_2023_1,1,1,21,2,1,21,0.0682003883146016,1.98947641565477,2.05767680396937
12_205,POL_2023_1,1,7,72,2,7,72,-0.0304267581771844,1.98947641565477,1.95904965747759
12_B006,POL_2023_1,1,2,25,0,2,25,-0.051123411783691,0.102756235103087,0.0516328233193958
12_B020,POL_2023_1,1,5,17,1,5,17,-0.0227784344172521,1.03854956987622,1.01577113545897
12_B020,POL_2023_1,1,8,111,1,8,111,-0.000282024528444058,1.03854956987622,1.03826754534778
12_B023,POL_2023_1,1,3,23,1,3,23,-0.0222852166065921,1.06440096969,1.0421157530834
12_B057,POL_2023_1,1,3,2,3,3,2,0.0343084471321693,2.95158560143067,2.98589404856284
12_B064,POL_2023_1,1,10,84,1,10,84,-0.0390696169508582,0.9960001908005,0.956930573849642
12_B064,POL_2023_1,1,9,31,1,9,31,0.0147331698420528,0.9960001908005,1.01073336064255
12_B093,POL_2023_1,1,2,105,0,2,105,-0.0521975709413284,0.0669370899829551,0.0147395190416267
12_B095,POL_2023_1,1,8,117,2,8,117,0.00737803930252357,2.05355835906635,2.06093639836887
12_E003,POL_2023_1,1,10,72,0,10,72,-0.0540860930420082,0.00396202087350384,-0.0501240721685044
12_E014,POL_2023_1,1,7,47,2,7,47,0.0200899485052195,1.98443062195635,2.00452057046157
12_E014,POL_2023_1,1,5,68,2,5,68,-0.0147849400250233,1.98443062195635,1.96964568193133
12_E015,POL_2023_1,1,6,20,2,6,20,0.00601114282598925,2.00797753157997,2.01398867440596
12_E017,POL_2023_1,1,7,44,0,7,44,-0.0136948015018963,0.0271087087585924,0.0134139072566961
12_E017,POL_2023_1,1,9,96,0,9,96,-0.0396971592073222,0.0271087087585924,-0.0125884504487298
12_E024,POL_2023_1,1,1,40,0,1,40,-0.0511657943622359,0.101342936412019,0.050177142049783
12_E025,POL_2023_1,1,6,105,0,6,105,-0.0216561128009734,0.0356027261175682,0.0139466133165948
12_E025,POL_2023_1,1,10,31,0,10,31,-0.0314811258454855,0.0356027261175682,0.00412160027208271
12_E034,POL_2023_1,1,2,22,0,2,22,0.0195890026573281,0.0284455936559058,0.0480345963132339
12_E034,POL_2023_1,1,8,75,0,8,75,-0.0729408723160667,0.0284455936559058,-0.0444952786601609
12_E039,POL_2023_1,1,10,99,0,10,99,-0.0392110873715822,0.0351721508623248,-0.00403893650925737
12_E039,POL_2023_1,1,5,43,0,5,43,-0.013939063541541,0.0351721508623248,0.0212330873207839
12_E043,POL_2023_1,1,1,50,2,1,50,0.0189156158095156,2.00710869575739,2.02602431156691
12_E043,POL_2023_1,1,1,62,2,1,62,-0.0129305279871295,2.00710869575739,1.99417816777026
12_F002,POL_2023_1,1,1,108,2,1,108,0.016857337744496,2.00974601654283,2.02660335428733
12_F002,POL_2023_1,1,9,43,2,9,43,-0.0107931608689311,2.00974601654283,1.9989528556739
12_F007,POL_2023_1,1,6,76,2,6,76,0.00450037907599432,1.95759927467225,1.96209965374825
12_F014,POL_2023_1,1,9,42,4,9,42,0.0557376627776853,3.94428135298222,4.0000190157599
12_F014,POL_2023_1,1,10,68,4,10,68,0.00834015011409406,3.94428135298222,3.95262150309631
12_F023,POL_2023_1,1,8,53,3,8,53,0.0342999728390718,2.95130301580819,2.98560298864726
12_F040,POL_2023_1,1,7,54,2,7,54,0.00524752250404248,1.9825136820806,1.98776120458464
12_F045,POL_2023_1,1,2,110,3,2,110,0.0183668009279656,3.01387608806782,3.03224288899579
12_F045,POL_2023_1,1,5,36,3,5,36,0.0178096387660176,3.01387608806782,3.03168572683384
12_F052,POL_2023_1,1,10,10,3,10,10,0.01284084785972,2.9395503790433,2.95239122690302
12_F052,POL_2023_1,1,6,79,3,6,79,0.0211066821065566,2.9395503790433,2.96065706114985
12_F054,POL_2023_1,1,2,90,4,2,90,0.0632717227818613,3.91740129668732,3.98067301946918
12_I002,POL_2023_1,1,3,60,2,3,60,0.00538605466687203,1.98713320574147,1.99251926040834
12_I003,POL_2023_1,1,10,37,5,10,37,0.0929339506899121,4.90652440611639,4.9994583568063
12_I005,POL_2023_1,1,5,81,2,5,81,-0.018768885453389,1.98135113976829,1.9625822543149
12_I005,POL_2023_1,1,9,28,2,9,28,0.0239815451636192,1.98135113976829,2.00533268493191
12_I010,POL_2023_1,1,9,79,5,9,79,0.0152017871082641,4.93810095504491,4.95330274215317
12_I010,POL_2023_1,1,3,12,5,3,12,0.0786790940314059,4.93810095504491,5.01678004907631
12_I037,POL_2023_1,1,7,91,1,7,91,-0.0321065203571373,1.00926805399795,0.977161533640812
12_I037,POL_2023_1,1,4,15,1,4,15,0.00816795535042647,1.00926805399795,1.01743600934838
