Genotype,Envir,Management,Row,Position,Flowering_end,R,P,Flowering_end_spats_residuals,Flowering_end_spats_geno_pred_values,Flowering_end_spats_adj_pheno
577,ESP_2023_1,1,9,32,93,9,32,-6.04958828643613,97.7610343511965,91.7114460647604
58,ESP_2023_1,1,8,33,111,8,33,3.97006903098261,106.684191810161,110.654260841143
58,ESP_2023_1,1,5,69,109,5,69,1.83259308910753,106.684191810161,108.516784899268
582,ESP_2023_1,1,3,44,95,3,44,-4.87199970236758,99.0477855526287,94.1757858502611
582,ESP_2023_1,1,2,125,101,2,125,3.59111930680619,99.0477855526287,102.638904859435
584,ESP_2023_1,1,6,115,111,6,115,6.28610127121655,104.773561263936,111.059662535152
584,ESP_2023_1,1,6,63,101,6,63,-2.2557430660126,104.773561263936,102.517818197923
587,ESP_2023_1,1,4,110,101,4,110,0.551014001147934,100.432972479625,100.983986480773
587,ESP_2023_1,1,7,3,101,7,3,-0.546992813608668,100.432972479625,99.8859796660164
592,ESP_2023_1,1,4,63,101,4,63,0.25301495517347,101.072027284833,101.325042240006
592,ESP_2023_1,1,1,119,101,1,119,0.343794479855205,101.072027284833,101.415821764688
6,ESP_2023_1,1,9,119,101,9,119,0.296916484839272,101.039593926214,101.336510411053
6,ESP_2023_1,1,1,122,101,1,122,0.216274090168412,101.039593926214,101.255868016382
6,ESP_2023_1,1,4,23,101,4,23,0.0535336252973906,101.039593926214,101.093127551511
601,ESP_2023_1,1,5,55,105,5,55,4.03807852534625,100.671703149527,104.709781674873
601,ESP_2023_1,1,1,123,105,1,123,4.5239325152058,100.671703149527,105.195635664733
601,ESP_2023_1,1,2,12,101,2,12,-1.6993776060641,100.671703149527,98.9723255434629
601,ESP_2023_1,1,8,126,96,8,126,-4.35474616215147,100.671703149527,96.3169569873755
601,ESP_2023_1,1,7,65,101,7,65,2.52948647983483,100.671703149527,103.201189629362
601,ESP_2023_1,1,7,107,96,7,107,-4.81190561785992,100.671703149527,95.859797531667
603,ESP_2023_1,1,6,90,103,6,90,1.37401628029555,101.909894383601,103.283910663897
61,ESP_2023_1,1,3,129,93,3,129,-1.7237176601752,96.4387292658548,94.7150116056796
61,ESP_2023_1,1,9,35,96,9,35,-1.97732747123513,96.4387292658548,94.4614017946197
629,ESP_2023_1,1,4,77,96,4,77,0.50145622627916,95.8900310082666,96.3914872345458
629,ESP_2023_1,1,9,55,93,9,55,-4.71147472877664,95.8900310082666,91.17855627949
639,ESP_2023_1,1,7,12,96,7,12,-2.38528182941133,97.8571866394942,95.4719048100828
65,ESP_2023_1,1,1,7,101,1,7,1.09551630205738,100.449740236625,101.545256538682
65,ESP_2023_1,1,6,125,101,6,125,0.236016987303728,100.449740236625,100.685757223928
65,ESP_2023_1,1,9,82,101,9,82,1.52862593726164,100.449740236625,101.978366173886
65,ESP_2023_1,1,7,31,101,7,31,1.15670986930841,100.449740236625,101.606450105933
65,ESP_2023_1,1,4,113,101,4,113,0.488080418108396,100.449740236625,100.937820654733
65,ESP_2023_1,1,1,87,101,1,87,0.90461984698311,100.449740236625,101.354360083608
65,ESP_2023_1,1,1,67,101,1,67,0.735640625599459,100.449740236625,101.185380862224
65,ESP_2023_1,1,6,96,101,6,96,0.836889628248613,100.449740236625,101.286629864873
65,ESP_2023_1,1,8,34,101,8,34,0.24001460711834,100.449740236625,100.689754843743
65,ESP_2023_1,1,2,112,101,2,112,2.44851910210288,100.449740236625,102.898259338727
65,ESP_2023_1,1,8,26,96,8,26,-5.12348621028482,100.449740236625,95.3262540263397
65,ESP_2023_1,1,4,79,101,4,79,0.967702939074243,100.449740236625,101.417443175699
65,ESP_2023_1,1,8,12,101,8,12,-1.11164157801262,100.449740236625,99.3380986586119
65,ESP_2023_1,1,4,53,101,4,53,0.971710726091345,100.449740236625,101.421450962716
65,ESP_2023_1,1,8,3,103,8,3,0.288085815099606,100.449740236625,100.737826051724
65,ESP_2023_1,1,3,36,93,3,36,-8.19382463036412,100.449740236625,92.2559156062604
65,ESP_2023_1,1,4,84,101,4,84,1.03567741230243,100.449740236625,101.485417648927
65,ESP_2023_1,1,8,55,101,8,55,1.04017844845337,100.449740236625,101.489918685078
65,ESP_2023_1,1,5,60,101,5,60,0.199741353426177,100.449740236625,100.649481590051
65,ESP_2023_1,1,5,103,101,5,103,0.274797385558372,100.449740236625,100.724537622183
652,ESP_2023_1,1,8,77,93,8,77,-1.55405046695046,96.3782364646772,94.8241859977268
652,ESP_2023_1,1,5,8,96,5,8,-2.20310788245538,96.3782364646772,94.1751285822218
653,ESP_2023_1,1,5,46,103,5,46,3.74870226190981,99.028328937581,102.777031199491
653,ESP_2023_1,1,2,82,93,2,82,-5.04763064434525,99.028328937581,93.9806982932358
66,ESP_2023_1,1,3,47,118,3,47,8.07177460109242,109.130406357568,117.202180958661
662,ESP_2023_1,1,8,19,101,8,19,-0.274709601022607,100.13248701868,99.8577774176572
673,ESP_2023_1,1,9,21,101,9,21,0.0933570515195044,100.529280922641,100.62263797416
676,ESP_2023_1,1,4,109,96,4,109,-1.57537965894419,97.5786943535948,96.0033146946506
676,ESP_2023_1,1,1,29,96,1,29,-1.06823205509059,97.5786943535948,96.5104622985042
678,ESP_2023_1,1,2,18,105,2,18,3.39995642975588,99.2156236693921,102.615580099148
678,ESP_2023_1,1,5,96,95,5,96,-4.5251499228992,99.2156236693921,94.6904737464929
68,ESP_2023_1,1,6,54,101,6,54,1.01717431696812,101.525201245149,102.542375562117
681,ESP_2023_1,1,9,128,111,9,128,1.67067437191777,108.945200227424,110.615874599342
681,ESP_2023_1,1,2,41,118,2,41,6.22930273009057,108.945200227424,115.174502957515
691,ESP_2023_1,1,9,105,101,9,105,0.838673989356977,101.3327691371,102.171443126457
697,ESP_2023_1,1,4,42,101,4,42,0.56856209913137,101.041575271292,101.610137370423
71,ESP_2023_1,1,1,27,101,1,27,0.521911626569406,100.99128377381,101.513195400379
72,ESP_2023_1,1,7,84,111,7,84,5.75229621959387,106.629894899135,112.382191118729
722,ESP_2023_1,1,9,30,101,9,30,-0.625695994758758,100.513864371519,99.8881683767599
722,ESP_2023_1,1,9,74,101,9,74,0.704752629087651,100.513864371519,101.218617000606
737,ESP_2023_1,1,4,39,95,4,39,-3.90494954313967,99.5197986297342,95.6148490865945
737,ESP_2023_1,1,2,127,101,2,127,3.06190922403079,99.5197986297342,102.581707853765
739,ESP_2023_1,1,5,105,96,5,105,-2.35983420040635,98.0644514276089,95.7046172272026
739,ESP_2023_1,1,1,28,96,1,28,-1.55189730063631,98.0644514276089,96.5125541269726
739,ESP_2023_1,1,6,50,96,6,50,-0.63354199316872,98.0644514276089,97.4309094344402
739,ESP_2023_1,1,7,8,101,7,8,2.1479534125173,98.0644514276089,100.212404840126
739,ESP_2023_1,1,1,113,95,1,113,-2.40822995881386,98.0644514276089,95.6562214687951
739,ESP_2023_1,1,6,123,96,6,123,-2.30238153942004,98.0644514276089,95.7620698881889
739,ESP_2023_1,1,7,61,96,7,61,0.132616722892806,98.0644514276089,98.1970681505017
739,ESP_2023_1,1,2,11,101,2,11,0.951281510461982,98.0644514276089,99.0157329380709
739,ESP_2023_1,1,9,41,103,9,41,3.00350924029668,98.0644514276089,101.067960667906
739,ESP_2023_1,1,6,88,101,6,88,3.25123915827746,98.0644514276089,101.315690585886
739,ESP_2023_1,1,9,85,96,9,85,-0.89553335904796,98.0644514276089,97.168918068561
739,ESP_2023_1,1,7,7,101,7,7,2.08476422995193,98.0644514276089,100.149215657561
739,ESP_2023_1,1,6,108,96,6,108,-1.80089219014106,98.0644514276089,96.2635592374679
739,ESP_2023_1,1,9,27,101,9,27,2.08480692244108,98.0644514276089,100.14925835005
739,ESP_2023_1,1,4,22,101,4,22,2.98163392788528,98.0644514276089,101.046085355494
739,ESP_2023_1,1,5,127,96,5,127,-2.45217384255604,98.0644514276089,95.6122775850529
739,ESP_2023_1,1,3,115,95,3,115,-1.49767706131946,98.0644514276089,96.5667743662895
739,ESP_2023_1,1,7,69,93,7,69,-2.92866636353808,98.0644514276089,95.1357850640708
74,ESP_2023_1,1,3,6,101,3,6,0.187362688050939,100.630623609505,100.817986297556
740,ESP_2023_1,1,3,22,111,3,22,6.49503109563403,104.101586643135,110.596617738769
740,ESP_2023_1,1,3,123,101,3,123,-1.44516904077405,104.101586643135,102.656417602361
740,ESP_2023_1,1,5,94,101,5,94,-3.44146944008335,104.101586643135,100.660117203052
740,ESP_2023_1,1,7,32,101,7,32,-2.42950705386706,104.101586643135,101.672079589268
740,ESP_2023_1,1,5,51,110,5,51,5.65053990877104,104.101586643135,109.752126551906
740,ESP_2023_1,1,3,125,101,3,125,-1.42239198494764,104.101586643135,102.679194658188
743,ESP_2023_1,1,2,42,111,2,42,3.73696983190963,104.505592750537,108.242562582446
743,ESP_2023_1,1,1,53,101,1,53,-3.01734261789181,104.505592750537,101.488250132645
743,ESP_2023_1,1,2,74,101,2,74,-3.19416839740398,104.505592750537,101.311424353133
743,ESP_2023_1,1,5,43,111,5,43,6.25633137197318,104.505592750537,110.76192412251
748,ESP_2023_1,1,7,37,101,7,37,2.00640856475084,100.00193000864,102.00833857339
748,ESP_2023_1,1,8,104,96,8,104,-2.40222305466348,100.00193000864,97.599706953976
75,ESP_2023_1,1,7,22,101,7,22,0.0173847107722622,101.040640481837,101.058025192609
75,ESP_2023_1,1,1,115,101,1,115,0.550310276183012,101.040640481837,101.59095075802
750,ESP_2023_1,1,3,106,101,3,106,1.01330457334339,101.521029471723,102.534334045066
757,ESP_2023_1,1,5,52,111,5,52,4.96323942354037,105.779252972215,110.742492395756
764,ESP_2023_1,1,8,86,101,8,86,-1.00526138632503,104.031755462194,103.026494075869
764,ESP_2023_1,1,6,13,109,6,13,4.34751935723229,104.031755462194,108.379274819426
77,ESP_2023_1,1,2,38,101,2,38,-0.784126763110564,98.8020008597531,98.0178740966425
77,ESP_2023_1,1,7,71,96,7,71,-0.724743902083361,98.8020008597531,98.0772569576697
779,ESP_2023_1,1,7,34,95,7,34,-2.22522176107627,98.0297392436062,95.80451748253
7828,ESP_2023_1,1,6,48,101,6,48,2.79373600726375,99.5573188951812,102.351054902445
7828,ESP_2023_1,1,3,96,95,3,96,-2.97470138153118,99.5573188951812,96.58261751365
7828,ESP_2023_1,1,6,86,101,6,86,1.80764186223374,99.5573188951812,101.364960757415
7828,ESP_2023_1,1,7,57,95,7,57,-2.43491294953681,99.5573188951812,97.1224059456444
786,ESP_2023_1,1,4,34,104,4,34,1.97567505985032,102.558512057447,104.534187117297
787,ESP_2023_1,1,7,46,101,7,46,3.31797078321048,99.2912808456865,102.609251628897
787,ESP_2023_1,1,7,75,93,7,75,-4.37298456002873,99.2912808456865,94.9182962856578
8,ESP_2023_1,1,5,41,105,5,41,2.07029556101794,102.660517598546,104.730813159564
80,ESP_2023_1,1,9,17,101,9,17,0.025570805436729,100.868068639741,100.893639445178
80,ESP_2023_1,1,4,101,101,4,101,0.382046267999769,100.868068639741,101.250114907741
809,ESP_2023_1,1,7,25,111,7,25,5.19990955223219,106.034394978877,111.234304531109
81,ESP_2023_1,1,4,54,95,4,54,-1.93427758531303,97.3387782748312,95.4045006895181
81,ESP_2023_1,1,1,89,96,1,89,-0.93188066262806,97.3387782748312,96.4068976122031
810,ESP_2023_1,1,8,47,96,8,47,-2.06319403167896,98.204413082851,96.1412190511721
82,ESP_2023_1,1,2,76,95,2,76,0.0286345806690633,95.4590285142352,95.4876630949043
82,ESP_2023_1,1,9,62,94,9,62,-2.65879001602656,95.4590285142352,92.8002384982086
82,ESP_2023_1,1,7,29,93,7,29,-1.97966166190598,95.4590285142352,93.4793668523292
89,ESP_2023_1,1,4,93,101,4,93,0.599733670586673,100.873715527849,101.473449198436
89,ESP_2023_1,1,3,17,101,3,17,-0.186878534815122,100.873715527849,100.686836993034
9,ESP_2023_1,1,3,64,111,3,64,5.13922674686246,105.968975938386,111.108202685248
929,ESP_2023_1,1,5,75,101,5,75,1.84527327259075,98.6062093989494,100.45148267154
929,ESP_2023_1,1,8,22,96,8,22,-3.53576040632193,98.6062093989494,95.0704489926274
93,ESP_2023_1,1,7,123,109,7,123,2.6791201672653,105.121535390093,107.800655557358
93,ESP_2023_1,1,8,4,109,8,4,1.67401938741838,105.121535390093,106.795554777512
94,ESP_2023_1,1,8,30,101,8,30,-0.538078261677512,101.067109166748,100.529030905071
94,ESP_2023_1,1,2,85,101,2,85,1.13032564259677,101.067109166748,102.197434809345
95,ESP_2023_1,1,7,124,105,7,124,1.77811150848376,101.95705888665,103.735170395133
95,ESP_2023_1,1,8,57,101,8,57,-0.360345360605649,101.95705888665,101.596713526044
950,ESP_2023_1,1,6,72,101,6,72,1.51087988704157,100.573848972872,102.084728859914
950,ESP_2023_1,1,5,6,101,5,6,-1.37618144167718,100.573848972872,99.1976675311951
953,ESP_2023_1,1,7,42,101,7,42,0.923561415017232,101.424281945425,102.347843360443
97,ESP_2023_1,1,9,78,96,9,78,-2.5901490506035,99.2316805552366,96.6415315046331
97,ESP_2023_1,1,7,16,101,7,16,1.47984995015102,99.2316805552366,100.711530505388
997,ESP_2023_1,1,4,20,101,4,20,1.63598789599585,99.3227396818251,100.958727577821
997,ESP_2023_1,1,6,79,96,6,79,-2.66182040668403,99.3227396818251,96.660919275141
ACW_25358,ESP_2023_1,1,4,51,93,4,51,-3.54371165858765,97.0017018687361,93.4579902101484
ACW_25358,ESP_2023_1,1,9,99,96,9,99,0.364880803522865,97.0017018687361,97.3665826722589
ACW_25363,ESP_2023_1,1,5,104,101,5,104,2.54733745751086,98.1693065373446,100.716643994855
ACW_25363,ESP_2023_1,1,1,50,93,1,50,-4.6430963762958,98.1693065373446,93.5262101610488
ACW_25365,ESP_2023_1,1,4,7,101,4,7,-0.276381687543065,101.112655787986,100.836274100443
ACW_25365,ESP_2023_1,1,6,73,101,6,73,0.910878186320048,101.112655787986,102.023533974306
ACW_25366,ESP_2023_1,1,1,34,101,1,34,0.190895461887834,101.32023395244,101.511129414328
ACW_25366,ESP_2023_1,1,3,77,101,3,77,0.636150870363025,101.32023395244,101.956384822803
ACW_25368,ESP_2023_1,1,2,83,101,2,83,0.934220625779929,101.121013763822,102.055234389602
ACW_25368,ESP_2023_1,1,8,38,101,8,38,-0.291971255406139,101.121013763822,100.829042508416
ACW_25371,ESP_2023_1,1,5,102,101,5,102,0.240962852933166,100.487358568545,100.728321421479
ACW_25371,ESP_2023_1,1,3,34,101,3,34,-0.186493043341073,100.487358568545,100.300865525204
ACW_25372,ESP_2023_1,1,6,26,96,6,26,-3.16979940929832,99.1765865956913,96.006787186393
ACW_25372,ESP_2023_1,1,1,79,101,1,79,2.00839506488261,99.1765865956913,101.184981660574
ACW_25375,ESP_2023_1,1,5,50,103,5,50,2.93918642473511,99.8216130265436,102.760799451279
ACW_25375,ESP_2023_1,1,6,104,96,6,104,-3.50226323227379,99.8216130265436,96.3193497942699
ACW_25454,ESP_2023_1,1,1,116,101,1,116,2.29083190096894,99.2625209312897,101.553352832259
ACW_25454,ESP_2023_1,1,4,5,96,4,5,-3.37252341984387,99.2625209312897,95.8899975114458
ACW_25469,ESP_2023_1,1,8,99,95,8,99,-2.68022422171228,99.4721844077031,96.7919601859908
ACW_25469,ESP_2023_1,1,8,11,103,8,11,1.79301687498169,99.4721844077031,101.265201282685
ACW_25580,ESP_2023_1,1,8,65,96,8,65,0.452276445538473,96.6275225478429,97.0797989933814
ACW_25580,ESP_2023_1,1,6,126,93,6,126,-3.97819663014346,96.6275225478429,92.6493259176994
ACW_25581,ESP_2023_1,1,6,92,96,6,92,-2.59771005539056,98.8685684767874,96.2708584213968
ACW_25581,ESP_2023_1,1,2,28,103,2,28,1.15058761698336,98.8685684767874,100.019156093771
ACW_25584,ESP_2023_1,1,7,112,93,7,112,-5.39672624530834,97.9342644865143,92.5375382412059
ACW_25584,ESP_2023_1,1,9,52,103,9,52,3.08294194863275,97.9342644865143,101.017206435147
ACW_25586,ESP_2023_1,1,8,50,101,8,50,0.0547895145452912,101.204471262028,101.259260776573
ACW_25586,ESP_2023_1,1,9,111,101,9,111,0.664875163089491,101.204471262028,101.869346425118
ACW_25591,ESP_2023_1,1,6,114,93,6,114,-1.9792114188805,95.0725538604387,93.0933424415582
ACW_25591,ESP_2023_1,1,7,6,93,7,6,-2.98910017816003,95.0725538604387,92.0834536822787
ACW_25592,ESP_2023_1,1,2,35,95,2,35,-4.08575260398496,96.0239957417176,91.9382431377326
ACW_25607,ESP_2023_1,1,7,114,105,7,114,2.56909082555995,101.834605181237,104.403696006797
ACW_25607,ESP_2023_1,1,5,36,101,5,36,-1.26491292838963,101.834605181237,100.569692252847
ACW_25619,ESP_2023_1,1,4,83,96,4,83,-1.01710708481806,97.4916684783198,96.4745613935017
ACW_25619,ESP_2023_1,1,4,10,96,4,10,-1.70722996868741,97.4916684783198,95.7844385096324
ACW_25622,ESP_2023_1,1,5,83,96,5,83,-1.33075307222609,96.8098958383104,95.4791427660843
ACW_25622,ESP_2023_1,1,8,18,96,8,18,-2.02599735985676,96.8098958383104,94.7838984784536
ACW_25628,ESP_2023_1,1,1,77,101,1,77,0.33864128159874,100.824212893361,101.162854174959
ACW_25628,ESP_2023_1,1,3,1,101,3,1,0.0282951321705554,100.824212893361,100.852508025531
DLO_12_066,ESP_2023_1,1,3,65,101,3,65,-2.59191623967263,103.774028834312,101.182112594639
DLO_12_066,ESP_2023_1,1,7,128,111,7,128,5.69510658315778,103.774028834312,109.46913541747
DLO_12_084,ESP_2023_1,1,7,111,109,7,111,5.12036532600719,103.479349689988,108.599715015995
DLO_12_084,ESP_2023_1,1,4,25,101,4,25,-2.29051982260786,103.479349689988,101.18882986738
DLO_12_120,ESP_2023_1,1,8,110,96,8,110,-2.90629307565273,100.230472660496,97.3241795848436
DLO_12_120,ESP_2023_1,1,9,50,105,9,50,2.7224751108687,100.230472660496,102.952947771365
DLO_12_140,ESP_2023_1,1,8,31,96,8,31,-3.51871983462425,99.0910391183836,95.5723192837594
DLO_12_140,ESP_2023_1,1,7,99,101,7,99,2.27796151502949,99.0910391183836,101.369000633413
DLO_12_141,ESP_2023_1,1,5,26,101,5,26,1.02383553437389,98.9388731660702,99.9627087004441
DLO_12_141,ESP_2023_1,1,3,107,95,3,107,-2.4057432318691,98.9388731660702,96.5331299342011
DLO_12_162,ESP_2023_1,1,2,106,101,2,106,1.26821753682049,101.624651643199,102.892869180019
DLO_12_162,ESP_2023_1,1,1,2,101,1,2,-0.158792873416658,101.624651643199,101.465858769782
DLO_12_221,ESP_2023_1,1,4,6,101,4,6,-0.466223343136363,101.327488494349,100.861265151212
DLO_12_221,ESP_2023_1,1,2,93,101,2,93,1.29999899992976,101.327488494349,102.627487494279
DLO_12_233,ESP_2023_1,1,2,95,101,2,95,1.3468554518865,101.351268161773,102.698123613659
DLO_12_233,ESP_2023_1,1,8,39,101,8,39,-0.491021738000896,101.351268161773,100.860246423772
DLO_12_259,ESP_2023_1,1,6,106,96,6,106,-3.61742917231959,99.916686853801,96.2992576814814
DLO_12_259,ESP_2023_1,1,7,55,101,7,55,3.14254299723159,99.916686853801,103.059229851033
DLO_12_289,ESP_2023_1,1,1,65,96,1,65,-2.02488253862929,98.2457147514178,96.2208322127886
FuGa_015,ESP_2023_1,1,9,81,96,9,81,-3.24096097806192,100.145383376618,96.9044223985557
FuGa_015,ESP_2023_1,1,8,9,105,8,9,2.97821405904844,100.145383376618,103.123597435666
FuGa_016,ESP_2023_1,1,4,119,110,4,119,6.26967202103714,103.705434781018,109.975106802055
FuGa_016,ESP_2023_1,1,9,23,101,9,23,-3.23010962981682,103.705434781018,100.475325151201
FuGa_187,ESP_2023_1,1,4,14,101,4,14,0.171304028621194,100.613311587013,100.784615615634
FuGa_215,ESP_2023_1,1,5,99,96,5,99,-1.46813314917176,97.1879248120651,95.7197916628934
FuGa_215,ESP_2023_1,1,5,38,96,5,38,-1.53795700929125,97.1879248120651,95.6499678027739
FuGa_217,ESP_2023_1,1,4,97,96,4,97,-3.73680596233777,100.115077627852,96.3782716655145
FuGa_217,ESP_2023_1,1,8,15,105,8,15,3.44594738286396,100.115077627852,103.561025010716
FuGa_270,ESP_2023_1,1,3,31,101,3,31,-0.285778460361513,100.664127749717,100.378349289355
FuGa_270,ESP_2023_1,1,8,128,101,8,128,0.504219641833856,100.664127749717,101.168347391551
FuGa_275,ESP_2023_1,1,9,49,103,9,49,2.65713087790267,98.2772493718846,100.934380249787
FuGa_275,ESP_2023_1,1,1,114,93,1,114,-4.65276185273929,98.2772493718846,93.6244875191453
FuGa_352,ESP_2023_1,1,7,58,96,7,58,-0.0849808395810072,98.2313820979302,98.1464012583492
FuGa_352,ESP_2023_1,1,6,95,96,6,95,-1.95319669107967,98.2313820979302,96.2781854068505
FuPi_005,ESP_2023_1,1,5,76,101,5,76,0.00797717176598667,100.43723722465,100.445214396416
FuPi_013,ESP_2023_1,1,5,112,101,5,112,-0.305223292633784,100.887568134509,100.582344841875
FuPi_013,ESP_2023_1,1,4,40,101,4,40,0.730928128240421,100.887568134509,101.618496262749
FuPi_023,ESP_2023_1,1,2,60,95,2,60,-2.77669316709319,96.7662679723663,93.9895748052731
FuPi_023,ESP_2023_1,1,1,73,96,1,73,-0.620526542403582,96.7662679723663,96.1457414299627
FuPi_052,ESP_2023_1,1,8,35,101,8,35,0.144352465581946,100.584256480166,100.728608945748
FuPi_054,ESP_2023_1,1,7,106,101,7,106,-0.408762263120991,101.332905616107,100.924143352986
FuPi_054,ESP_2023_1,1,6,59,101,6,59,1.24756285062048,101.332905616107,102.580468466728
FuPi_087,ESP_2023_1,1,3,104,101,3,104,1.07595754286031,101.462927830617,102.538885373478
FuPi_087,ESP_2023_1,1,8,52,101,8,52,-0.116548143650206,101.462927830617,101.346379686967
FuPi_097,ESP_2023_1,1,4,11,101,4,11,1.84529128702573,98.9290722882095,100.774363575235
FuPi_097,ESP_2023_1,1,5,106,96,5,106,-3.23629029431737,98.9290722882095,95.6927819938922
FuPi_106,ESP_2023_1,1,9,65,101,9,65,-0.349700628903534,100.488695048109,100.138994419206
FuPi_106,ESP_2023_1,1,8,40,101,8,40,0.405410159051712,100.488695048109,100.894105207161
FuPi_107,ESP_2023_1,1,2,44,101,2,44,-1.63368175677049,100.038175874364,98.4044941175936
FuPi_107,ESP_2023_1,1,6,105,101,6,105,1.27148898919928,100.038175874364,101.309664863563
FuPi_114,ESP_2023_1,1,1,120,101,1,120,0.235504359775746,101.129372056179,101.364876415955
FuPi_114,ESP_2023_1,1,1,46,101,1,46,0.414498175801498,101.129372056179,101.543870231981
GaCr_002,ESP_2023_1,1,3,14,101,3,14,0.145753877409376,100.585767270851,100.731521148261
GaCr_010,ESP_2023_1,1,9,6,93,9,6,-3.15028402444528,96.6223054948481,93.4720214704028
GaCr_010,ESP_2023_1,1,7,101,96,7,101,-0.380475506764341,96.6223054948481,96.2418299880837
GaCr_017,ESP_2023_1,1,8,123,96,8,123,-2.9018142256637,99.4325500635034,96.5307358378397
GaCr_017,ESP_2023_1,1,9,58,103,9,58,1.97784199860173,99.4325500635034,101.410392062105
GaCr_041,ESP_2023_1,1,6,17,96,6,17,-2.38818885671027,97.9270875180374,95.5388986613271
GaCr_041,ESP_2023_1,1,8,91,96,8,91,0.067747192730792,97.9270875180374,97.9948347107682
GaCr_043,ESP_2023_1,1,8,125,101,8,125,0.413745771007328,100.974457774293,101.3882035453
GaCr_043,ESP_2023_1,1,8,45,101,8,45,0.0925580318132546,100.974457774293,101.067015806106
GaCr_052,ESP_2023_1,1,7,119,103,7,119,2.87070260316969,99.199001688595,102.069704291765
GaCr_052,ESP_2023_1,1,6,7,96,6,7,-4.0113146719756,99.199001688595,95.1876870166194
GaCr_055,ESP_2023_1,1,3,58,95,3,58,-2.7661826570134,97.4465568653419,94.6803742083285
GaCr_056,ESP_2023_1,1,8,119,101,8,119,0.531536421093364,101.269539197425,101.801075618518
GaCr_056,ESP_2023_1,1,1,5,101,1,5,0.24848537627048,101.269539197425,101.518024573695
GaCr_057,ESP_2023_1,1,8,122,96,8,122,-1.57813214789378,98.1803052876698,96.602173139776
GaCr_057,ESP_2023_1,1,7,47,96,7,47,-0.507424312703378,98.1803052876698,97.6728809749665
GaCr_061,ESP_2023_1,1,4,92,96,4,92,-1.89501192446734,98.3857216432328,96.4907097187655
GaPi_007,ESP_2023_1,1,6,18,101,6,18,-0.128682562703077,100.712462196251,100.583779633547
GaPi_007,ESP_2023_1,1,9,73,101,9,73,0.391958853184534,100.712462196251,101.104421049435
GaPi_014,ESP_2023_1,1,5,14,101,5,14,-1.04532975604407,100.288063053506,99.242733297462
GaPi_014,ESP_2023_1,1,1,66,101,1,66,0.914932730851575,100.288063053506,101.202995784358
GaPi_017,ESP_2023_1,1,5,48,101,5,48,-0.0123946512927802,100.78638550327,100.773990851977
GaPi_017,ESP_2023_1,1,2,72,101,2,72,0.344242318218477,100.78638550327,101.130627821488
GaPi_028,ESP_2023_1,1,2,6,101,2,6,-1.71671690099954,100.887135841469,99.1704189404692
GaPi_028,ESP_2023_1,1,8,87,101,8,87,2.1420207408989,100.887135841469,103.029156582368
GaPi_033,ESP_2023_1,1,8,109,96,8,109,-0.511824635072955,97.8830993421508,97.3712747070779
GaPi_033,ESP_2023_1,1,8,44,96,8,44,-1.849420530393,97.8830993421508,96.0336788117578
GaPi_035,ESP_2023_1,1,4,115,101,4,115,0.499725018256612,100.429159458333,100.928884476589
GaPi_035,ESP_2023_1,1,8,20,101,8,20,-0.499240795295677,100.429159458333,99.929918663037
GaPi_038,ESP_2023_1,1,7,86,101,7,86,0.873831622317994,101.370670789804,102.244502412122
GaPi_051,ESP_2023_1,1,5,62,105,5,62,2.70435159562288,101.915634683748,104.619986279371
GaPi_051,ESP_2023_1,1,5,90,101,5,90,-1.32501060383714,101.915634683748,100.590624079911
GaPi_056,ESP_2023_1,1,7,20,101,7,20,0.248095206017297,100.696096242613,100.944191448631
I_BB002,ESP_2023_1,1,9,8,101,9,8,0.457839944284189,100.92221135779,101.380051302074
I_BB012,ESP_2023_1,1,5,39,96,5,39,-2.18783990387246,97.868522378739,95.6806824748666
I_BB012,ESP_2023_1,1,8,102,96,8,102,-0.186926875896262,97.868522378739,97.6815955028428
I_BB015,ESP_2023_1,1,3,70,93,3,70,-4.29960964037434,97.8248713608072,93.5252617204328
I_BB015,ESP_2023_1,1,8,17,101,8,17,1.88435210737092,97.8248713608072,99.7092234681781
I_BB022,ESP_2023_1,1,5,44,101,5,44,-0.105961489172415,100.879845998531,100.773884509358
I_BB022,ESP_2023_1,1,7,129,103,7,129,0.52450325923887,100.879845998531,101.404349257769
I_BB028,ESP_2023_1,1,8,48,101,8,48,-0.212034259364998,101.390664644508,101.178630385143
I_BB028,ESP_2023_1,1,2,90,101,2,90,1.1044122129111,101.390664644508,102.495076857419
I_BB031,ESP_2023_1,1,4,44,96,4,44,-1.84589798814373,98.4386688754751,96.5927708873314
I_BB039,ESP_2023_1,1,4,27,101,4,27,2.97028949320904,98.3073252370188,101.277614730228
I_BB039,ESP_2023_1,1,4,75,93,4,75,-4.93802204800498,98.3073252370188,93.3693031890138
I_BB049,ESP_2023_1,1,7,10,96,7,10,-1.90240831755717,97.2480184481281,95.3456101305709
I_BB049,ESP_2023_1,1,1,80,96,1,80,-1.04793888910119,97.2480184481281,96.2000795590269
I_BB056,ESP_2023_1,1,8,59,93,8,59,-4.67041350693712,98.3778139630664,93.7074004561292
I_BB056,ESP_2023_1,1,1,72,101,1,72,2.76806640584719,98.3778139630664,101.145880368914
I_BB070,ESP_2023_1,1,9,126,101,9,126,0.232598926240541,100.552387236806,100.784986163047
I_BB070,ESP_2023_1,1,8,28,101,8,28,-0.117808421176122,100.552387236806,100.43457881563
