Genotype,Envir,Management,Row,Position,Fruit_weight_single,R,P,Fruit_weight_single_spats_residuals,Fruit_weight_single_spats_geno_pred_values,Fruit_weight_single_spats_adj_pheno
12_I005,ITA_2019_3,3,11,44,206.5,11,44,-38.3571621526972,263.013230578583,224.656068425886
12_I056,ITA_2019_3,3,11,46,167.4666667,11,46,28.4145113158603,156.968704771418,185.383216087279
12_I056,ITA_2019_3,3,16,28,134.3333333,16,28,-29.7223108545387,156.968704771418,127.24639391688
12_J029,ITA_2019_3,3,17,35,125.2,17,35,-18.5206744074311,133.118917297198,114.598242889767
12_J029,ITA_2019_3,3,10,24,127.4,10,24,7.85094882357181,133.118917297198,140.969866120769
12_K016,ITA_2019_3,3,10,25,160.75,10,25,-0.539047807436674,175.619791631364,175.080743823927
12_K016,ITA_2019_3,3,16,11,186.5333333,16,11,6.55249153072839,175.619791631364,182.172283162092
12_K018,ITA_2019_3,3,16,25,139.2,16,25,7.34589308988362,125.415050472086,132.76094356197
12_K018,ITA_2019_3,3,10,28,88,10,28,-21.0396720979743,125.415050472086,104.375378374112
12_K023,ITA_2019_3,3,10,16,228.5,10,16,21.427736784437,213.521526691067,234.949263475504
12_K023,ITA_2019_3,3,16,15,217.4,16,15,-0.536456476793319,213.521526691067,212.985070214274
12_L013,ITA_2019_3,3,11,27,114.1538462,11,27,-1.75229422012021,127.342746415772,125.590452195652
12_L013,ITA_2019_3,3,16,14,120.5,16,14,-11.1847926421015,127.342746415772,116.157953773671
12_N021,ITA_2019_3,3,10,29,92.6,10,29,-1.83554284043251,111.402823244225,109.567280403792
12_N021,ITA_2019_3,3,17,40,104.8,17,40,-17.3585549934471,111.402823244225,94.0442682507777
12_N034,ITA_2019_3,3,16,19,188.2,16,19,-0.0116094089022738,183.183750289262,183.17214088036
12_N034,ITA_2019_3,3,10,15,186.7058824,10,15,8.99418741234561,183.183750289262,192.177937701608
12_N041,ITA_2019_3,3,17,33,124.3,17,33,-24.3953277671234,138.324274437802,113.928946670679
12_N041,ITA_2019_3,3,12,48,135.7,12,48,15.7688978999146,138.324274437802,154.093172337717
12_N054,ITA_2019_3,3,11,22,117.4,11,22,-9.84005014122529,135.23254037902,125.392490237794
12_O056,ITA_2019_3,3,10,10,153,10,10,-5.82227611552145,159.247110083908,153.424833968386
12_O056,ITA_2019_3,3,15,10,166.6,15,10,5.40883515590937,159.247110083908,164.655945239817
12_P034,ITA_2019_3,3,16,27,164.1,16,27,-8.02123788581548,165.234959930419,157.213722044603
12_P034,ITA_2019_3,3,10,43,157,10,43,9.95825004840691,165.234959930419,175.193209978826
1218,ITA_2019_3,3,18,25,170.4,18,25,-9.87412424369276,165.501406383958,155.627282140265
1218,ITA_2019_3,3,14,15,197,14,15,29.8080325678582,165.501406383958,195.309438951816
1218,ITA_2019_3,3,11,3,151.8181818,11,3,-17.8923060474805,165.501406383958,147.609100336478
13_109,ITA_2019_3,3,11,50,164.9,11,50,1.15888528491502,180.592914776673,181.751800061588
13_109,ITA_2019_3,3,15,8,203.2,15,8,20.8594456834635,180.592914776673,201.452360460137
13_109,ITA_2019_3,3,11,40,148.7142857,11,40,-14.0527519839122,180.592914776673,166.540162792761
13_35,ITA_2019_3,3,11,39,166,11,39,11.0939079006835,172.494119039643,183.588026940327
13_35,ITA_2019_3,3,16,12,170.5,16,12,-6.30740658418603,172.494119039643,166.186712455457
131,ITA_2019_3,3,18,11,128.6666667,18,11,-27.7287547744835,140.621207285526,112.892452511043
131,ITA_2019_3,3,10,54,150.1818182,10,54,20.0039562310073,140.621207285526,160.625163516534
133,ITA_2019_3,3,15,22,176,15,22,-6.41161269997724,177.961880454107,171.550267754129
133,ITA_2019_3,3,17,52,192.1,17,52,6.49939081879239,177.961880454107,184.461271272899
133,ITA_2019_3,3,14,10,185.6666667,14,10,6.84502232299829,177.961880454107,184.806902777105
1377,ITA_2019_3,3,12,4,141,12,4,2.18509568549166,137.311547571547,139.496643257038
1377,ITA_2019_3,3,17,55,132.125,17,55,-11.2090584043503,137.311547571547,126.102489167196
149,ITA_2019_3,3,18,27,199,18,27,-15.7309594989682,200.184325052062,184.453365553094
149,ITA_2019_3,3,13,8,227.4,13,8,26.9365472273641,200.184325052062,227.120872279426
149,ITA_2019_3,3,14,4,204.6,14,4,4.45034633018776,200.184325052062,204.63467138225
163,ITA_2019_3,3,12,6,164.2,12,6,0.800414420572935,162.33944308271,163.139857503283
17,ITA_2019_3,3,16,51,253.3,16,51,38.3699957072608,214.192769692015,252.562765399276
17,ITA_2019_3,3,13,27,191.8,13,27,-20.2305346487833,214.192769692015,193.962235043232
17,ITA_2019_3,3,18,37,231.3,18,37,3.01530701986397,214.192769692015,217.208076711879
173,ITA_2019_3,3,13,6,75.5,13,6,-9.87885461643167,85.0988498608816,75.2199952444499
173,ITA_2019_3,3,18,28,79.9,18,28,-19.6405282446391,85.0988498608816,65.4583216162425
197,ITA_2019_3,3,10,34,120.8,10,34,2.18926155118325,137.703186162127,139.89244771331
197,ITA_2019_3,3,16,23,132.6,16,23,-11.0594915994497,137.703186162127,126.643694562677
1989,ITA_2019_3,3,18,35,167,18,35,11.3565659227478,141.593648334819,152.950214257567
1989,ITA_2019_3,3,13,37,121,13,37,-13.9356654135391,141.593648334819,127.65798292128
1989,ITA_2019_3,3,15,51,129.9,15,51,-4.76397987817975,141.593648334819,136.82966845664
200,ITA_2019_3,3,18,18,194,18,18,-3.7259595266876,182.090279225523,178.364319698835
200,ITA_2019_3,3,13,20,193.8,13,20,12.2793095865973,182.090279225523,194.36958881212
2010,ITA_2019_3,3,17,9,209,17,9,51.0866082242464,148.411591193628,199.498199417875
2010,ITA_2019_3,3,13,49,75.5,13,49,-55.7533921799591,148.411591193628,92.658199013669
202,ITA_2019_3,3,17,39,150.8,17,39,1.68948647636395,138.333137684441,140.022624160805
202,ITA_2019_3,3,12,40,113.6,12,40,-10.3124371905769,138.333137684441,128.020700493864
2026,ITA_2019_3,3,12,30,93.4,12,30,-16.4474801779971,118.399914125909,101.952433947912
2050,ITA_2019_3,3,17,15,123,17,15,-4.72716214784118,118.977675024091,114.250512876249
2050,ITA_2019_3,3,13,28,112.7,13,28,-3.79471450243013,118.977675024091,115.182960521661
2050,ITA_2019_3,3,16,50,112.9,16,50,-7.69881094911587,118.977675024091,111.278864074975
2055,ITA_2019_3,3,15,53,114,15,53,5.66308057580949,117.763063188348,123.426143764158
2055,ITA_2019_3,3,17,21,104,17,21,-22.3605483642075,117.763063188348,95.4025148241409
2422,ITA_2019_3,3,10,9,161.1,10,9,-8.14151786170507,168.622375018625,160.48085715692
2422,ITA_2019_3,3,16,9,184.6,16,9,11.4082160675956,168.622375018625,180.030591086221
2443,ITA_2019_3,3,13,55,120.4444444,13,55,-0.0586029233675873,141.748794546212,141.690191622844
2443,ITA_2019_3,3,10,44,136,10,44,11.939228442784,141.748794546212,153.688022988996
2443,ITA_2019_3,3,14,40,120,14,40,-19.1628042468695,141.748794546212,122.585990299342
2671,ITA_2019_3,3,14,22,195.1,14,22,-7.66366525606139,200.589679671167,192.926014415106
2671,ITA_2019_3,3,15,27,229.2,15,27,23.4787160350864,200.589679671167,224.068395706253
270,ITA_2019_3,3,11,14,181.3333333,11,14,6.67108752547054,177.295158947877,183.966246473348
2720,ITA_2019_3,3,10,53,177.5,10,53,7.3877615327074,181.324627704269,188.712389236976
2720,ITA_2019_3,3,12,7,183,12,7,0.865041911174188,181.324627704269,182.189669615443
2762,ITA_2019_3,3,17,37,226.8,17,37,15.7180700789605,200.342618428162,216.060688507122
2817,ITA_2019_3,3,12,16,136.4,12,16,-8.93764005398737,147.35051363397,138.412873579983
2817,ITA_2019_3,3,16,38,158.5555556,16,38,3.85434380639529,147.35051363397,151.204857440366
2827,ITA_2019_3,3,15,50,182,15,50,-15.2730232051204,203.02054946975,187.747526264629
2827,ITA_2019_3,3,18,22,282.6666667,18,22,64.4996749701512,203.02054946975,267.520224439901
2827,ITA_2019_3,3,13,13,170.6,13,13,-32.4573944420517,203.02054946975,170.563155027698
2847,ITA_2019_3,3,13,31,125.3,13,31,-21.3879099109394,150.246531986896,128.858622075957
2847,ITA_2019_3,3,18,13,189.4,18,13,23.2423207498239,150.246531986896,173.48885273672
2847,ITA_2019_3,3,14,3,144.3,14,3,-5.8009124850621,150.246531986896,144.445619501834
2848,ITA_2019_3,3,18,16,115.1,18,16,-16.986982364964,116.266521557967,99.2795391930032
2848,ITA_2019_3,3,14,11,117,14,11,-0.297933512114454,116.266521557967,115.968588045853
2850,ITA_2019_3,3,14,55,97.33333333,14,55,4.00173633813355,112.044049683646,116.045786021779
2850,ITA_2019_3,3,12,29,81.1,12,29,-22.944129014868,112.044049683646,89.0999206687777
2855,ITA_2019_3,3,14,50,124.6666667,14,50,6.26047329427671,131.362974703997,137.623447998274
2855,ITA_2019_3,3,13,24,128.5,13,24,-1.54028681587619,131.362974703997,129.822687888121
2855,ITA_2019_3,3,18,23,130.3,18,23,-16.0791846486466,131.362974703997,115.283790055351
286,ITA_2019_3,3,10,4,126.3,10,4,-11.3023090731872,131.507391879526,120.205082806339
2865,ITA_2019_3,3,12,32,121.9,12,32,4.53830073994311,127.035384795554,131.573685535497
2865,ITA_2019_3,3,17,31,119.5,17,31,-17.5960384365059,127.035384795554,109.439346359048
2990,ITA_2019_3,3,14,8,126,14,8,-9.81685104802409,135.291640764963,125.474789716939
2992,ITA_2019_3,3,14,13,185.2,14,13,18.2116622163414,165.612702680016,183.824364896357
2992,ITA_2019_3,3,18,6,169.6,18,6,-10.7962778638462,165.612702680016,154.816424816169
2992,ITA_2019_3,3,17,51,168.4,17,51,-5.33009415222099,165.612702680016,160.282608527795
3062,ITA_2019_3,3,12,33,204.6666667,12,33,15.3941436577451,199.517406151757,214.911549809502
3148,ITA_2019_3,3,15,15,298.1538462,15,15,38.0409552312433,257.210838079122,295.251793310366
3160,ITA_2019_3,3,11,17,123.6,11,17,-9.05198227399384,137.240166914203,128.188184640209
317,ITA_2019_3,3,17,25,173.2,17,25,1.09018889979902,163.077652262279,164.167841162078
3170,ITA_2019_3,3,16,41,106.8,16,41,-16.954952652915,117.107112770996,100.152160118081
3190,ITA_2019_3,3,13,15,77.2,13,15,-82.8006662588208,160.087994442117,77.2873281832962
3190,ITA_2019_3,3,18,15,235.6,18,15,59.6291719632557,160.087994442117,219.717166405373
3190,ITA_2019_3,3,18,5,197.7,18,5,23.0881316304702,160.087994442117,183.176126072587
32,ITA_2019_3,3,16,52,140.3076923,16,52,-5.57739184589059,146.091790273575,140.514398427684
330,ITA_2019_3,3,18,19,113.4,18,19,-14.5721118002902,112.449155081359,97.8770432810684
330,ITA_2019_3,3,13,44,95.7,13,44,-4.21126198464113,112.449155081359,108.237893096717
333,ITA_2019_3,3,13,7,192.5263158,13,7,-0.299518772753828,192.535129262992,192.235610490239
333,ITA_2019_3,3,14,1,168.8333333,14,1,-23.3671340192645,192.535129262992,169.167995243728
333,ITA_2019_3,3,18,29,243.2,18,29,36.3199938354739,192.535129262992,228.855123098466
34,ITA_2019_3,3,18,44,244.8,18,44,-18.8798636776831,249.115021538283,230.2351578606
34,ITA_2019_3,3,18,10,308,18,10,43.2450910007098,249.115021538283,292.360112538993
34,ITA_2019_3,3,17,54,266.2,17,54,10.4978196852358,249.115021538283,259.612841223519
378,ITA_2019_3,3,10,52,121.6923077,10,52,11.3691911969475,122.312753457921,133.681944654868
378,ITA_2019_3,3,17,23,104.8,17,23,-26.280736830766,122.312753457921,96.0320166271547
40,ITA_2019_3,3,15,29,104.5,15,29,-27.1309823557284,126.449342472559,99.3183601168311
40,ITA_2019_3,3,18,21,125.4,18,21,-16.3234982710556,126.449342472559,110.125844201504
40,ITA_2019_3,3,11,9,109.8,11,9,-17.1346501704435,126.449342472559,109.314692302116
40,ITA_2019_3,3,13,9,174,13,9,47.3013497557018,126.449342472559,173.750692228261
405,ITA_2019_3,3,13,39,138.5,13,39,-21.2817062143203,167.878436977939,146.596730763619
405,ITA_2019_3,3,10,5,197.1,10,5,24.2563811505432,167.878436977939,192.134818128482
424,ITA_2019_3,3,13,21,127.2,13,21,4.53185519351683,123.386779592959,127.918634786475
424,ITA_2019_3,3,18,38,118.5,18,38,-19.0218057394262,123.386779592959,104.364973853532
43,ITA_2019_3,3,12,26,95.75,12,26,2.63464139627475,99.4777761551622,102.112417551437
43,ITA_2019_3,3,15,9,74.8,15,9,-26.509762449073,99.4777761551622,72.9680137060893
435,ITA_2019_3,3,12,41,113.5555556,12,41,-13.3921555605175,141.974623607723,128.582468047205
435,ITA_2019_3,3,17,13,157.1578947,17,13,6.19862311450396,141.974623607723,148.173246722227
440,ITA_2019_3,3,12,55,93.33333333,12,55,-13.3585011808999,126.269180795776,112.910679614876
457,ITA_2019_3,3,13,32,163.7,13,32,-9.07985048670952,176.748224776544,167.668374289835
457,ITA_2019_3,3,17,8,201.9,17,8,15.5362460670573,176.748224776544,192.284470843602
462,ITA_2019_3,3,18,26,234.3,18,26,0.998244411727569,218.64525025179,219.643494663517
462,ITA_2019_3,3,10,50,227,10,50,21.9042874051077,218.64525025179,240.549537656898
473,ITA_2019_3,3,13,17,234.1,13,17,17.0465146924743,217.296188729707,234.342703422182
473,ITA_2019_3,3,17,10,232,17,10,5.32646044743899,217.296188729707,222.622649177146
483,ITA_2019_3,3,14,7,140.8,14,7,-21.5567674111759,161.988869817574,140.432102406398
483,ITA_2019_3,3,15,24,189,15,24,22.219568824288,161.988869817574,184.208438641862
49,ITA_2019_3,3,17,26,111.4,17,26,-14.3063571908284,116.518300838058,102.211943647229
49,ITA_2019_3,3,16,54,111.4,16,54,-2.87972598166238,116.518300838058,113.638574856395
543,ITA_2019_3,3,18,3,85.7,18,3,-25.2579331390688,96.9852050518741,71.7272719128053
543,ITA_2019_3,3,17,29,107.1,17,29,0.404385492048078,96.9852050518741,97.3895905439222
546,ITA_2019_3,3,14,28,130.6,14,28,2.32185036165942,126.332069943218,128.653920304877
546,ITA_2019_3,3,18,32,124.8,18,32,-15.6556652199653,126.332069943218,110.676404723252
56,ITA_2019_3,3,17,20,155.3,17,20,-3.82035255685756,150.567900576631,146.747548019774
560,ITA_2019_3,3,14,47,272.5555556,14,47,34.2934552188631,247.663969366041,281.957424584904
562,ITA_2019_3,3,16,21,217.8,16,21,23.6000138060032,188.726236139922,212.326249945925
562,ITA_2019_3,3,11,31,162.3,11,31,-12.4418045649057,188.726236139922,176.284431575016
565,ITA_2019_3,3,12,25,190.8888889,12,25,15.2315846550131,181.491536916514,196.723121571527
565,ITA_2019_3,3,17,45,184.7272727,17,45,-6.91326315555085,181.491536916514,174.578273760963
575,ITA_2019_3,3,11,45,130.5,11,45,-3.30695926687426,151.875785385558,148.568826118684
58,ITA_2019_3,3,12,31,104.1428571,12,31,-18.6961028874633,131.951790328314,113.255687440851
58,ITA_2019_3,3,16,40,146.4444444,16,40,7.56823668579574,131.951790328314,139.52002701411
582,ITA_2019_3,3,16,44,160.5714286,16,44,4.95939966817201,150.09466647605,155.054066144222
582,ITA_2019_3,3,13,10,141.3333333,13,10,-8.96551415923952,150.09466647605,141.12915231681
584,ITA_2019_3,3,11,12,190.8,11,12,8.07331978690036,184.095823399618,192.169143186519
584,ITA_2019_3,3,17,47,195,17,47,1.26728073628971,184.095823399618,185.363104135908
587,ITA_2019_3,3,18,39,188.5,18,39,-19.3070707214799,193.616363794138,174.309293072658
587,ITA_2019_3,3,13,22,225.1111111,13,22,32.384836415638,193.616363794138,226.001200209776
61,ITA_2019_3,3,10,11,128.4,10,11,-6.07005265627055,135.926169515596,129.856116859325
61,ITA_2019_3,3,14,35,132.7,14,35,-3.49772232583956,135.926169515596,132.428447189756
65,ITA_2019_3,3,16,29,150.1,16,29,-41.8432291748726,184.674575012934,142.831345838061
65,ITA_2019_3,3,18,20,231.2,18,20,31.1230882146114,184.674575012934,215.797663227545
65,ITA_2019_3,3,11,30,199.8,11,30,28.5019821998439,184.674575012934,213.176557212778
65,ITA_2019_3,3,15,7,180.8,15,7,-5.56802130132434,184.674575012934,179.106553711609
65,ITA_2019_3,3,16,49,196.3,16,49,9.18767377568361,184.674575012934,193.862248788617
65,ITA_2019_3,3,14,41,216.9,14,41,35.5889932484934,184.674575012934,220.263568261427
65,ITA_2019_3,3,11,6,185.6,11,6,-1.40586769755606,184.674575012934,183.268707315378
65,ITA_2019_3,3,10,40,119.4,10,40,-46.0168372706491,184.674575012934,138.657737742285
652,ITA_2019_3,3,16,33,203.75,16,33,9.63856400163203,186.404466790934,196.043030792566
652,ITA_2019_3,3,11,18,178.7142857,11,18,-2.43384953726604,186.404466790934,183.970617253668
652,ITA_2019_3,3,11,54,174,11,54,3.04211420519925,186.404466790934,189.446580996134
67,ITA_2019_3,3,13,46,50.5,13,46,-17.0487540859531,81.9950089756688,64.9462548897158
67,ITA_2019_3,3,14,54,37.5,14,54,-26.8889523305223,81.9950089756688,55.1060566451465
67,ITA_2019_3,3,17,6,105,17,6,13.1999509030373,81.9950089756688,95.1949598787061
670,ITA_2019_3,3,14,24,100.9,14,24,-20.5814325106473,119.316877888246,98.7354453775992
670,ITA_2019_3,3,16,55,113.4,16,55,-2.6077138212388,119.316877888246,116.709164067008
670,ITA_2019_3,3,18,31,140.6,18,31,7.10160843590657,119.316877888246,126.418486324153
678,ITA_2019_3,3,17,34,206.8,17,34,3.89784646867579,192.405471226052,196.303317694728
678,ITA_2019_3,3,14,5,201.2,14,5,8.70459898695535,192.405471226052,201.110070213008
68,ITA_2019_3,3,12,38,100.7,12,38,-5.81929890479962,119.719127994292,113.899829089492
68,ITA_2019_3,3,16,35,117.3,16,35,-10.1103409072432,119.719127994292,109.608787087049
681,ITA_2019_3,3,12,49,125.7,12,49,-4.48450157223287,148.875961034333,144.3914594621
697,ITA_2019_3,3,13,25,173.5,13,25,0.679910471498317,174.399608055162,175.079518526661
697,ITA_2019_3,3,16,4,184.6666667,16,4,4.85456594802645,174.399608055162,179.254174003189
72,ITA_2019_3,3,14,29,149.3,14,29,-26.3851146172937,173.856286444376,147.471171827082
72,ITA_2019_3,3,18,1,180.5454545,18,1,-6.72457676600791,173.856286444376,167.131709678368
72,ITA_2019_3,3,18,12,228.1538462,18,12,38.4308939216879,173.856286444376,212.287180366064
722,ITA_2019_3,3,18,36,155.9,18,36,-9.74627566505404,151.58338507025,141.837109405196
722,ITA_2019_3,3,13,34,153,13,34,6.32453843085131,151.58338507025,157.907923501102
737,ITA_2019_3,3,18,34,213.5,18,34,-32.8973027363465,232.343764623478,199.446461887132
737,ITA_2019_3,3,14,18,245,14,18,10.6307507412116,232.343764623478,242.97451536469
737,ITA_2019_3,3,10,55,273.2,10,55,50.5462587077723,232.343764623478,282.890023331251
739,ITA_2019_3,3,11,35,129.8,11,35,11.4673429244088,134.444216963641,145.911559888049
739,ITA_2019_3,3,11,36,116,11,36,-1.89227739651672,134.444216963641,132.551939567124
739,ITA_2019_3,3,16,24,133.8,16,24,-6.8448063753963,134.444216963641,127.599410588244
739,ITA_2019_3,3,10,37,97.5,10,37,-17.39234019664,134.444216963641,117.051876767
739,ITA_2019_3,3,14,17,158.5,14,17,22.1188415446864,134.444216963641,156.563058508327
739,ITA_2019_3,3,18,8,132.1,18,8,-17.606256817019,134.444216963641,116.837960146622
74,ITA_2019_3,3,13,5,211,13,5,14.2219258673001,196.531146162019,210.753072029319
740,ITA_2019_3,3,10,14,213.5,10,14,7.33008591108666,210.653814982635,217.983900893721
740,ITA_2019_3,3,12,53,203.6666667,12,53,12.4355112028477,210.653814982635,223.089326185482
743,ITA_2019_3,3,18,17,151,18,17,-7.05742556498984,142.321359970574,135.263934405584
750,ITA_2019_3,3,12,39,218.3636364,12,39,20.259698905264,211.912554119962,232.172253025226
779,ITA_2019_3,3,12,51,150,12,51,2.49203286535112,166.648891822289,169.14092468764
80,ITA_2019_3,3,15,48,125,15,48,1.61877802906272,126.941395636359,128.560173665422
80,ITA_2019_3,3,11,32,97.66666667,11,32,-14.7134099561668,126.941395636359,112.227985680192
81,ITA_2019_3,3,13,12,136.5,13,12,-6.73563739485084,143.141124988209,136.405487593359
82,ITA_2019_3,3,15,44,195,15,44,9.77852871620539,185.211458609934,194.989987326139
9,ITA_2019_3,3,12,46,146.5,12,46,-29.4513909328657,193.600611420732,164.149220487866
9,ITA_2019_3,3,18,46,245.7,18,46,37.379953891956,193.600611420732,230.980565312688
9,ITA_2019_3,3,17,27,208.1,17,27,5.14301934433422,193.600611420732,198.743630765066
950,ITA_2019_3,3,17,50,206.6666667,17,50,19.7881290825366,178.319888848529,198.108017931066
950,ITA_2019_3,3,10,17,172.1111111,10,17,1.20350978243752,178.319888848529,179.523398630967
950,ITA_2019_3,3,16,53,165.1111111,16,53,-12.0067262383076,178.319888848529,166.313162610222
950,ITA_2019_3,3,17,36,187.0909091,17,36,-1.91158061341753,178.319888848529,176.408308235112
97,ITA_2019_3,3,10,3,171.4,10,3,11.2589619834964,152.901078937122,164.160040920619
97,ITA_2019_3,3,15,40,165.8571429,15,40,10.4896199830617,152.901078937122,163.390698920184
97,ITA_2019_3,3,13,38,120.9,13,38,-24.6530754917689,152.901078937122,128.248003445353
ACW_25363,ITA_2019_3,3,12,11,174.1,12,11,-10.6231164882191,185.075077064128,174.451960575909
ACW_25363,ITA_2019_3,3,15,28,210.6,15,28,20.3481103900303,185.075077064128,205.423187454159
ACW_25371,ITA_2019_3,3,15,18,156,15,18,4.01927555935481,148.370470228704,152.389745788059
ACW_25371,ITA_2019_3,3,11,49,122.5,11,49,-8.70220101875754,148.370470228704,139.668269209947
ACW_25469,ITA_2019_3,3,12,8,121.3,12,8,-0.30198322941979,121.059532952973,120.757549723554
ACW_25469,ITA_2019_3,3,10,51,96.4,10,51,-11.8888480291561,121.059532952973,109.170684923817
ACW_25469,ITA_2019_3,3,15,13,120.3,15,13,-3.21264989870666,121.059532952973,117.846883054267
ACW_25584,ITA_2019_3,3,14,53,170,14,53,-32.2094186072791,218.681915335855,186.472496728576
ACW_25584,ITA_2019_3,3,16,32,267.1,16,32,40.7666355462731,218.681915335855,259.448550882128
ACW_25584,ITA_2019_3,3,12,9,233.3,12,9,14.3597072830499,218.681915335855,233.041622618905
ACW_25586,ITA_2019_3,3,11,15,196,11,15,23.6075896200498,175.668190668106,199.275780288156
ACW_25586,ITA_2019_3,3,16,13,162.4,16,13,-17.5751474799748,175.668190668106,158.093043188131
ACW_25591,ITA_2019_3,3,12,10,187.2,12,10,-0.838664808592625,188.079818040323,187.241153231731
ACW_25591,ITA_2019_3,3,15,17,203.2,15,17,11.743130973395,188.079818040323,199.822949013719
DLO_12_066,ITA_2019_3,3,15,38,122.4,15,38,-20.2116829827748,139.258933534418,119.047250551644
DLO_12_066,ITA_2019_3,3,13,40,179.4,13,40,49.0460976991543,139.258933534418,188.305031233573
DLO_12_066,ITA_2019_3,3,17,4,112.1,17,4,-37.0939562266406,139.258933534418,102.164977307778
DLO_12_120,ITA_2019_3,3,17,11,152.1,17,11,-29.0221072017216,171.875319469091,142.85321226737
DLO_12_120,ITA_2019_3,3,13,35,200,13,35,33.565706738798,171.875319469091,205.441026207889
DLO_12_141,ITA_2019_3,3,15,32,205.3684211,15,32,11.3093163807502,189.111186111664,200.420502492414
DLO_12_233,ITA_2019_3,3,12,12,177.7,12,12,-2.27218400919216,180.641062944965,178.368878935773
DLO_12_233,ITA_2019_3,3,17,43,201.4,17,43,10.2566629352723,180.641062944965,190.897725880237
DLO_12_259,ITA_2019_3,3,15,54,169.1,15,54,2.11948200775885,177.698131368073,179.817613375831
DLO_12_259,ITA_2019_3,3,17,48,178.3,17,48,-8.7166431270129,177.698131368073,168.98148824106
DLO_12_259,ITA_2019_3,3,12,14,189.8,12,14,13.4264302637514,177.698131368073,191.124561631824
FuGa_015,ITA_2019_3,3,18,2,130.6,18,2,-6.14782977001872,123.05457378947,116.906744019452
FuGa_015,ITA_2019_3,3,14,44,114.3,14,44,-2.64605366866532,123.05457378947,120.408520120805
FuGa_015,ITA_2019_3,3,11,16,113.3,11,16,-5.82647020483704,123.05457378947,117.228103584633
FuGa_215,ITA_2019_3,3,15,45,150.2,15,45,-12.5332954076289,163.508775257132,150.975479849503
FuGa_215,ITA_2019_3,3,11,28,165.2,11,28,13.7927160709623,163.508775257132,177.301491328094
FuGa_270,ITA_2019_3,3,15,3,123.8,15,3,-3.02067955993562,125.061608097994,122.040928538059
FuGa_270,ITA_2019_3,3,18,4,128.5,18,4,-10.8118386872808,125.061608097994,114.249769410713
FuGa_352,ITA_2019_3,3,10,1,168.9,10,1,1.65024185244559,157.694369944529,159.344611796974
FuGa_352,ITA_2019_3,3,17,5,164.9,17,5,-2.67319089962268,157.694369944529,155.021179044906
FuPi_013,ITA_2019_3,3,11,1,206.3,11,1,11.4253001803468,189.406658320852,200.831958501199
FuPi_097,ITA_2019_3,3,12,23,170.7,12,23,8.75608625032487,166.778980370273,175.535066620597
FuPi_097,ITA_2019_3,3,15,39,163.5,15,39,-6.21298880559931,166.778980370273,160.565991564673
GaCr_010,ITA_2019_3,3,12,18,136.3,12,18,-0.759586828518138,139.798155140549,139.03856831203
GaCr_010,ITA_2019_3,3,17,30,142.4,17,30,-7.28829020447981,139.798155140549,132.509864936069
GaCr_043,ITA_2019_3,3,15,41,124.6,15,41,-9.21475278767886,131.869084736571,122.654331948892
GaCr_043,ITA_2019_3,3,13,36,123.9,13,36,-1.9455784258576,131.869084736571,129.923506310713
GaCr_055,ITA_2019_3,3,16,34,205.3,16,34,7.82169577653301,189.758267615134,197.579963391667
GaCr_055,ITA_2019_3,3,12,15,197.8,12,15,9.70539706545219,189.758267615134,199.463664680586
GaCr_055,ITA_2019_3,3,11,4,187.375,11,4,-5.96377297431749,189.758267615134,183.794494640817
GaCr_057,ITA_2019_3,3,15,31,153.8461538,15,31,-1.02341270800866,149.804448859569,148.78103615156
GaCr_057,ITA_2019_3,3,12,13,145.7142857,12,13,-3.0966229601525,149.804448859569,146.707825899416
GaPi_007,ITA_2019_3,3,18,40,322.8,18,40,41.787924025154,266.756353497212,308.544277522367
GaPi_014,ITA_2019_3,3,15,35,119.2,15,35,-12.8091677125775,127.66862428729,114.859456574713
GaPi_017,ITA_2019_3,3,16,6,202.1,16,6,10.3597911026182,186.692241978207,197.052033080825
GaPi_023,ITA_2019_3,3,13,41,116.9,13,41,-4.46507017836058,131.128425933995,126.663355755635
GaPi_023,ITA_2019_3,3,15,16,134.2,15,16,-0.0673625580828059,131.128425933995,131.061063375912
GaPi_023,ITA_2019_3,3,11,47,106.5,11,47,-6.91863452419273,131.128425933995,124.209791409802
GaPi_028,ITA_2019_3,3,14,38,192.5,14,38,9.42679168579267,184.315397972232,193.742189658025
GaPi_033,ITA_2019_3,3,16,43,146.7,16,43,-5.51079741536768,146.26144158328,140.750644167912
GaPi_038,ITA_2019_3,3,16,20,160.1,16,20,8.55602036787383,146.299471221247,154.855491589121
GaPi_038,ITA_2019_3,3,11,37,115.3,11,37,-14.0518897400227,146.299471221247,132.247581481224
GaPi_051,ITA_2019_3,3,16,8,127.6,16,8,-14.6188655963896,137.506345732427,122.887480136038
GaPi_051,ITA_2019_3,3,11,20,134.5,11,20,3.60742020260577,137.506345732427,141.113765935033
GaPi_051,ITA_2019_3,3,14,36,139.4,14,36,2.0639481770969,137.506345732427,139.570293909524
GaPi_056,ITA_2019_3,3,11,10,148.5,11,10,-12.1398563747355,160.769742195365,148.62988582063
GaPi_056,ITA_2019_3,3,16,22,177.1,16,22,10.6153576304373,160.769742195365,171.385099825802
GaPi_056,ITA_2019_3,3,14,39,160.6,14,39,1.70874735474479,160.769742195365,162.47848955011
I_BB012,ITA_2019_3,3,10,19,121,10,19,-0.509525905388685,130.799570632707,130.290044727318
