Genotype,Envir,Management,Row,Position,Powdery_mildew,R,P,Powdery_mildew_spats_residuals,Powdery_mildew_spats_geno_pred_values,Powdery_mildew_spats_adj_pheno
1091,POL_2023_1,1,10,71,2,10,71,-0.301554033106404,2.54828079587522,2.24672676276882
1106.1,POL_2023_1,1,5,106,2,5,106,-0.384821065331957,2.61201530538993,2.22719424005797
1106.1,POL_2023_1,1,6,24,2,6,24,-0.373552613443361,2.61201530538993,2.23846269194657
1113,POL_2023_1,1,10,20,3,10,20,-0.0822535009954062,3.35374546211323,3.27149196111782
1113,POL_2023_1,1,7,110,4,7,110,0.289339372311702,3.35374546211323,3.64308483442493
112,POL_2023_1,1,7,25,2,7,25,-0.63083771083788,2.4553814759661,1.82454376512822
112,POL_2023_1,1,2,107,2,2,107,-0.331415539387915,2.4553814759661,2.12396593657819
1123,POL_2023_1,1,9,110,3,9,110,0.3980575595228,2.72824620511936,3.12630376464216
1123,POL_2023_1,1,2,37,2,2,37,-1.00514140446521,2.72824620511936,1.72310480065415
1125,POL_2023_1,1,4,11,3,4,11,-0.158840807879378,3.22600807345981,3.06716726558043
1125,POL_2023_1,1,3,117,3,3,117,0.199659633611325,3.22600807345981,3.42566770707114
114,POL_2023_1,1,4,52,1,4,52,-0.924731609217555,2.1943121370625,1.26958052784494
114,POL_2023_1,1,8,80,2,8,80,-0.377337791391108,2.1943121370625,1.81697434567139
12_197,POL_2023_1,1,6,78,4,6,78,0.826654408872079,3.40795964465683,4.2346140535289
12_197,POL_2023_1,1,7,19,3,7,19,-0.549001634197884,3.40795964465683,2.85895801045894
12_204,POL_2023_1,1,1,32,5,1,32,0.0948001398528264,3.83970941699934,3.93450955685216
12_204,POL_2023_1,1,8,115,5,8,115,0.744831862953876,3.83970941699934,4.58454127995321
12_205,POL_2023_1,1,7,72,8,7,72,2.09940685439743,5.63217595436888,7.7315828087663
12_205,POL_2023_1,1,11,85,5,11,85,0.1573378020035,5.63217595436888,5.78951375637238
12_205,POL_2023_1,1,1,21,8,1,21,0.916018770329562,5.63217595436888,6.54819472469844
12_B006,POL_2023_1,1,4,107,3,4,107,0.545839479994059,2.67547852798133,3.22131800797539
12_B006,POL_2023_1,1,2,25,2,2,25,-1.221607410877,2.67547852798133,1.45387111710432
12_B020,POL_2023_1,1,5,17,3,5,17,0.13067796588846,3.00811711657055,3.13879508245901
12_B020,POL_2023_1,1,8,111,3,8,111,-0.373472935956138,3.00811711657055,2.63464418061441
12_B023,POL_2023_1,1,3,23,2,3,23,-0.57494047058748,2.56142175000989,1.98648127942241
12_B023,POL_2023_1,1,9,80,2,9,80,-0.249287388137225,2.56142175000989,2.31213436187267
12_B057,POL_2023_1,1,2,65,2,2,65,-0.830722852953496,2.65022014475469,1.81949729180119
12_B057,POL_2023_1,1,3,2,3,3,2,0.122077807549878,2.65022014475469,2.77229795230457
12_B061,POL_2023_1,1,2,7,2,2,7,-1.14321332351763,2.25016474838671,1.10695142486908
12_B061,POL_2023_1,1,4,73,2,4,73,-0.0861565427499644,2.25016474838671,2.16400820563675
12_B064,POL_2023_1,1,10,84,2,10,84,-0.316246038096288,2.65696908563005,2.34072304753377
12_B064,POL_2023_1,1,9,31,2,9,31,-0.383614371328784,2.65696908563005,2.27335471430127
12_B074,POL_2023_1,1,9,50,2,9,50,-0.434793274871377,2.58806965054182,2.15327637567044
12_B074,POL_2023_1,1,6,71,2,6,71,-0.35474882943814,2.58806965054182,2.23332082110368
12_B081,POL_2023_1,1,9,21,1,9,21,-1.21371170145754,2.62366132350061,1.40994962204307
12_B081,POL_2023_1,1,3,83,3,3,83,0.470496850058443,2.62366132350061,3.09415817355906
12_B093,POL_2023_1,1,4,41,2,4,41,-0.303432620676116,2.57753070612909,2.27409808545297
12_B093,POL_2023_1,1,2,105,2,2,105,-0.499827308692719,2.57753070612909,2.07770339743637
12_B095,POL_2023_1,1,8,117,3,8,117,-0.35972682533574,2.9182822981924,2.55855547285666
12_E003,POL_2023_1,1,10,72,2,10,72,-0.530441443209254,2.78712798907788,2.25668654586863
12_E014,POL_2023_1,1,7,47,2,7,47,-0.722883647287,2.44497841828829,1.72209477100129
12_E014,POL_2023_1,1,5,68,2,5,68,-0.252910553504394,2.44497841828829,2.1920678647839
12_E015,POL_2023_1,1,6,20,3,6,20,0.653482345496025,2.58478550672568,3.2382678522217
12_E015,POL_2023_1,1,4,83,1,4,83,-1.44729919579292,2.58478550672568,1.13748631093276
12_E017,POL_2023_1,1,9,96,2,9,96,-0.187842024989047,2.47607821705055,2.2882361920615
12_E017,POL_2023_1,1,7,44,2,7,44,-0.747471689133718,2.47607821705055,1.72860652791683
12_E024,POL_2023_1,1,1,40,4,1,40,-0.0399628537874284,3.21484989370571,3.17488703991828
12_E024,POL_2023_1,1,9,97,3,9,97,0.0662578380554737,3.21484989370571,3.28110773176119
12_E025,POL_2023_1,1,10,31,3,10,31,0.529764671565792,2.57997014539052,3.10973481695631
12_E025,POL_2023_1,1,6,105,1,6,105,-1.32984934924711,2.57997014539052,1.2501207961434
12_E034,POL_2023_1,1,2,22,4,2,22,0.550512472815254,2.83443655018845,3.3849490230037
12_E034,POL_2023_1,1,8,75,2,8,75,-1.01937558903958,2.83443655018845,1.81506096114887
12_E035,POL_2023_1,1,11,75,1,11,75,-0.475700362603073,2.1604416471038,1.68474128450073
12_E035,POL_2023_1,1,7,52,3,7,52,0.557420201101756,2.1604416471038,2.71786184820556
12_E035,POL_2023_1,1,7,77,1,7,77,-1.42787614551191,2.1604416471038,0.732565501591899
12_E039,POL_2023_1,1,5,43,5,5,43,1.6878531313875,3.54631723916831,5.23417037055581
12_E039,POL_2023_1,1,10,99,2,10,99,-1.23010971358925,3.54631723916831,2.31620752557906
12_E043,POL_2023_1,1,1,62,4,1,62,0.692855155316898,2.69093726000908,3.38379241532598
12_E043,POL_2023_1,1,1,50,2,1,50,-1.34850150919071,2.69093726000908,1.34243575081837
12_F002,POL_2023_1,1,9,43,3,9,43,0.0169628908317376,3.14233113015568,3.15929402098742
12_F002,POL_2023_1,1,1,108,3,1,108,-0.0850606344251355,3.14233113015568,3.05727049573054
12_F007,POL_2023_1,1,6,76,4,6,76,0.587837383180556,3.64626406482518,4.23410144800574
12_F014,POL_2023_1,1,10,68,4,10,68,0.114299347331982,4.09999069618249,4.21429004351447
12_F014,POL_2023_1,1,9,42,5,9,42,1.06412304227461,4.09999069618249,5.1641137384571
12_F019,POL_2023_1,1,6,11,2,6,11,-0.541556956722517,2.77858831325255,2.23703135653003
12_F023,POL_2023_1,1,8,53,5,8,53,0.888013060086904,3.87687895889832,4.76489201898522
12_F040,POL_2023_1,1,7,54,8,7,54,2.55808474576532,5.15993896181596,7.71802370758128
12_F045,POL_2023_1,1,2,110,7,2,110,1.8755124449934,5.32329562386664,7.19880806886004
12_F045,POL_2023_1,1,5,36,6,5,36,0.895202524874792,5.32329562386664,6.21849814874143
12_F046,POL_2023_1,1,3,14,3,3,14,-1.44845504530262,4.32346820113577,2.87501315583316
12_F046,POL_2023_1,1,6,92,7,6,92,2.917762859254,4.32346820113577,7.24123106038978
12_F052,POL_2023_1,1,10,10,2,10,10,-0.583040118825108,2.95882784538841,2.3757877265633
12_F052,POL_2023_1,1,6,79,3,6,79,0.276088666580568,2.95882784538841,3.23491651196897
12_F054,POL_2023_1,1,2,90,3,2,90,-0.195213567695223,3.04467231045255,2.84945874275733
12_I002,POL_2023_1,1,5,25,3,5,25,-0.0135968608504746,3.18576171801286,3.17216485716239
12_I002,POL_2023_1,1,3,60,3,3,60,0.00202975098246805,3.18576171801286,3.18779146899533
12_I003,POL_2023_1,1,10,37,3,10,37,0.171070319726853,2.8635231228921,3.03459344261895
12_I003,POL_2023_1,1,9,68,2,9,68,-0.602073428316822,2.8635231228921,2.26144969457528
12_I005,POL_2023_1,1,5,81,2,5,81,-0.445015495610945,2.61910186129473,2.17408636568379
12_I005,POL_2023_1,1,9,28,2,9,28,-0.304134096731408,2.61910186129473,2.31496776456332
12_I010,POL_2023_1,1,9,79,2,9,79,-0.513847934123737,2.82363044775605,2.30978251363232
12_I010,POL_2023_1,1,3,12,3,3,12,0.03091925146928,2.82363044775605,2.85454969922533
12_I037,POL_2023_1,1,7,91,3,7,91,0.307369474245722,2.41374198206071,2.72111145630643
12_I037,POL_2023_1,1,4,15,1,4,15,-1.32382201337403,2.41374198206071,1.08991996868668
12_I049,POL_2023_1,1,5,65,3,5,65,-0.00950423254369692,3.20875941889155,3.19925518634785
12_I049,POL_2023_1,1,6,9,3,6,9,0.0278716611897694,3.20875941889155,3.23663108008132
12_I056,POL_2023_1,1,6,14,4,6,14,1.14958026304945,3.08797945571278,4.23755971876223
12_I056,POL_2023_1,1,2,77,2,2,77,-1.28842387382748,3.08797945571278,1.7995555818853
12_I059,POL_2023_1,1,1,101,5,1,101,0.92178258179002,3.90282294860036,4.82460553039038
12_I062,POL_2023_1,1,8,83,3,8,83,-0.214446449244265,3.02989633330856,2.81544988406429
12_I064,POL_2023_1,1,4,85,4,4,85,0.136419305493029,3.99868527527664,4.13510458076967
12_I064,POL_2023_1,1,3,17,5,3,17,0.910140727968182,3.99868527527664,4.90882600324482
12_J001,POL_2023_1,1,9,78,2,9,78,-0.501940910726638,2.80902399126982,2.30708308054318
12_J004,POL_2023_1,1,7,108,3,7,108,-0.305277871190288,2.96011360152136,2.65483573033107
12_J011,POL_2023_1,1,3,25,4,3,25,1.01197327782433,3.00299359032319,4.01496686814752
12_J011,POL_2023_1,1,1,98,2,1,98,-1.2614371925221,3.00299359032319,1.74155639780109
12_J013,POL_2023_1,1,8,106,3,8,106,-0.0600234465753888,2.75154721643351,2.69152376985812
12_J013,POL_2023_1,1,9,34,2,9,34,-0.516731061348534,2.75154721643351,2.23481615508498
12_J019,POL_2023_1,1,4,24,2,4,24,-0.587645188094669,2.74318027251638,2.15553508442171
12_J028,POL_2023_1,1,5,111,1,5,111,-0.808264706630088,2.06253439930829,1.2542696926782
12_J028,POL_2023_1,1,9,22,1,9,22,-0.665330786387053,2.06253439930829,1.39720361292123
12_J029,POL_2023_1,1,9,87,3,9,87,0.0701299807463407,3.24852684972601,3.31865683047235
12_J031,POL_2023_1,1,6,99,4,6,99,0.594523734978729,3.65140096441533,4.24592469939406
12_K001,POL_2023_1,1,7,99,2,7,99,-0.846220526246382,2.54452552196381,1.69830499571742
12_K010,POL_2023_1,1,7,90,3,7,90,-0.00898068031091581,2.73187028822107,2.72288960791015
12_K010,POL_2023_1,1,8,2,2,8,2,-0.593385942864039,2.73187028822107,2.13848434535703
12_K016,POL_2023_1,1,11,84,4,11,84,0.89748801630415,3.88415824963535,4.7816462659395
12_K018,POL_2023_1,1,9,38,2,9,38,-0.377396090023839,2.57000303328255,2.19260694325871
12_K018,POL_2023_1,1,4,86,2,4,86,-0.435662097611545,2.57000303328255,2.134340935671
12_K023,POL_2023_1,1,11,108,2,11,108,0.137097748664432,2.53539620140206,2.67249395006649
12_K023,POL_2023_1,1,6,40,2,6,40,-0.298269360826139,2.53539620140206,2.23712684057592
12_K023,POL_2023_1,1,2,60,2,2,60,-0.696931927930476,2.53539620140206,1.83846427347158
12_K024,POL_2023_1,1,6,3,3,6,3,0.335166386661972,2.90009866501414,3.23526505167611
12_K024,POL_2023_1,1,4,102,2,4,102,-0.718561606963434,2.90009866501414,2.18153705805071
12_K044,POL_2023_1,1,7,8,5,7,8,0.969790172339348,3.93970556854926,4.90949574088861
12_K049,POL_2023_1,1,5,95,4,5,95,0.804114087767738,3.38115620643113,4.18527029419886
12_K049,POL_2023_1,1,8,37,3,8,37,-0.561349520315176,3.38115620643113,2.81980668611595
12_L001,POL_2023_1,1,5,92,5,5,92,1.12231882644119,4.05688821229753,5.17920703873872
12_L005,POL_2023_1,1,3,94,2,3,94,-0.4392839119648,2.55694006951264,2.11765615754783
12_L005,POL_2023_1,1,3,100,2,3,100,-0.390777444558687,2.55694006951264,2.16616262495395
12_L012,POL_2023_1,1,4,92,3,4,92,-0.032358311468494,3.16978853589442,3.13743022442593
12_L013,POL_2023_1,1,8,47,7,8,47,1.10235907938961,5.66386835404898,6.76622743343859
12_L013,POL_2023_1,1,8,96,8,8,96,2.11165618220175,5.66386835404898,7.77552453625073
12_L018,POL_2023_1,1,8,4,3,8,4,-0.0387219577277098,3.16489956013492,3.12617760240721
12_L021,POL_2023_1,1,6,117,1,6,117,-0.858309018482112,2.11602779641836,1.25771877793624
12_L021,POL_2023_1,1,9,4,1,9,4,-0.545657768409721,2.11602779641836,1.57037002800864
12_N021,POL_2023_1,1,3,5,3,3,5,-0.0063879326918328,2.80080943643517,2.79442150374333
12_N021,POL_2023_1,1,9,95,2,9,95,-0.506245303731655,2.80080943643517,2.29456413270351
12_N034,POL_2023_1,1,10,101,3,10,101,0.466112459069192,2.83020152127372,3.29631398034291
12_N034,POL_2023_1,1,8,30,2,8,30,-0.940488023551929,2.83020152127372,1.88971349772179
12_N041,POL_2023_1,1,3,35,2,3,35,-0.56576420419025,2.72148278782243,2.15571858363218
12_N041,POL_2023_1,1,1,94,4,1,94,0.927127478583238,2.72148278782243,3.64861026640566
12_N041,POL_2023_1,1,11,80,1,11,80,-0.97725059828443,2.72148278782243,1.744232189538
12_N046,POL_2023_1,1,3,102,3,3,102,0.41675335799999,2.77158581742068,3.18833917542067
12_N046,POL_2023_1,1,8,39,2,8,39,-0.967424985892443,2.77158581742068,1.80416083152823
12_N052,POL_2023_1,1,8,81,3,8,81,-0.115652213447583,2.93235263308466,2.81670041963707
12_N052,POL_2023_1,1,7,22,3,7,22,-0.0900717593153333,2.93235263308466,2.84228087376932
12_N052,POL_2023_1,1,11,86,2,11,86,-0.135688457409595,2.93235263308466,2.79666417567506
12_N054,POL_2023_1,1,7,106,2,7,106,-0.84852871446395,2.5144371560145,1.66590844155055
12_N054,POL_2023_1,1,2,26,3,2,26,-0.036855785350312,2.5144371560145,2.47758137066419
12_N057,POL_2023_1,1,7,73,3,7,73,-0.218356864597337,2.95034454381852,2.73198767922119
12_N057,POL_2023_1,1,2,48,3,2,48,-0.0996367226375354,2.95034454381852,2.85070782118099
12_N062,POL_2023_1,1,8,12,4,8,12,0.321894579832653,3.74859144048038,4.07048602031304
12_N062,POL_2023_1,1,4,78,4,4,78,0.399135368280892,3.74859144048038,4.14772680876127
12_N063,POL_2023_1,1,3,111,4,3,111,1.08284352809509,3.23623165280432,4.3190751808994
12_N063,POL_2023_1,1,5,33,2,5,33,-1.02871736650143,3.23623165280432,2.20751428630289
12_O011,POL_2023_1,1,6,64,3,6,64,-0.0707068952744723,3.30403606571691,3.23332917044244
12_O011,POL_2023_1,1,9,11,3,9,11,0.213089436080223,3.30403606571691,3.51712550179714
12_O014,POL_2023_1,1,7,66,2,7,66,-0.829705602145942,2.55721338365633,1.72750778151039
12_O017,POL_2023_1,1,6,31,5,6,31,1.02650876373107,4.21169361110629,5.23820237483736
12_O017,POL_2023_1,1,1,85,5,1,85,0.297309690749927,4.21169361110629,4.50900330185622
12_O026,POL_2023_1,1,4,59,5,4,59,1.70161045498243,3.53362232517354,5.23523278015597
12_O026,POL_2023_1,1,9,98,2,9,98,-1.26039114078538,3.53362232517354,2.27323118438816
12_O056,POL_2023_1,1,8,65,5,8,65,0.600245033451157,4.19513858946543,4.79538362291659
12_O056,POL_2023_1,1,3,16,5,3,16,0.702024878611465,4.19513858946543,4.8971634680769
12_O061,POL_2023_1,1,9,8,6,9,8,0.9150803562446,5.62655779782381,6.54163815406841
12_O061,POL_2023_1,1,2,93,8,2,93,2.25037029933699,5.62655779782381,7.8769280971608
12_O072,POL_2023_1,1,2,19,6,2,19,1.20192858166124,4.1180497143102,5.31997829597144
12_P001,POL_2023_1,1,6,30,4,6,30,0.590202613171285,3.64808119161371,4.238283804785
12_P002,POL_2023_1,1,1,45,4,1,45,0.0570271047838582,3.22194415852854,3.27897126331239
12_P002,POL_2023_1,1,3,103,3,3,103,-0.0214979999101015,3.22194415852854,3.20044615861843
12_P003,POL_2023_1,1,7,56,3,7,56,-0.269037329556749,2.98795599287068,2.71891866331393
12_P018,POL_2023_1,1,2,5,4,2,5,-0.521821221011538,3.59982512374786,3.07800390273632
12_P018,POL_2023_1,1,7,109,5,7,109,1.0492122022859,3.59982512374786,4.64903732603376
12_P025,POL_2023_1,1,8,23,2,8,23,-0.309391365512843,2.2769240741963,1.96753270868346
12_P025,POL_2023_1,1,1,67,2,1,67,-0.885147711656175,2.2769240741963,1.39177636254013
12_P027,POL_2023_1,1,2,28,2,2,28,-1.1852974610817,2.71076126629664,1.52546380521494
12_P027,POL_2023_1,1,10,73,3,10,73,0.555454663956812,2.71076126629664,3.26621593025345
12_P029,POL_2023_1,1,10,19,3,10,19,0.0635570409331492,3.22068950668181,3.28424654761496
12_P029,POL_2023_1,1,10,66,3,10,66,-0.0296610307859271,3.22068950668181,3.19102847589588
12_P034,POL_2023_1,1,4,33,2,4,33,-0.363489627169897,2.59368480498121,2.23019517781131
12_P034,POL_2023_1,1,11,110,2,11,110,0.0410506466600735,2.59368480498121,2.63473545164128
12_P034,POL_2023_1,1,4,87,2,4,87,-0.459794260286996,2.59368480498121,2.13389054469421
12_P055,POL_2023_1,1,10,53,3,10,53,-0.149592418684825,3.18666419512869,3.03707177644386
12_P055,POL_2023_1,1,10,81,3,10,81,0.139200001718713,3.18666419512869,3.3258641968474
12_P056,POL_2023_1,1,5,72,4,5,72,0.695165737810678,3.48881835383173,4.18398409164241
12_P056,POL_2023_1,1,9,40,3,9,40,-0.312264696939706,3.48881835383173,3.17655365689203
1218,POL_2023_1,1,8,5,2,8,5,-0.362609454038756,2.48246956987292,2.11986011583417
1218,POL_2023_1,1,1,104,2,1,104,-0.564385072082253,2.48246956987292,1.91808449779067
1236,POL_2023_1,1,1,74,4,1,74,-0.156425406929099,3.57351382280899,3.41708841587989
1236,POL_2023_1,1,9,35,4,9,35,0.649568762518417,3.57351382280899,4.2230825853274
13_10,POL_2023_1,1,3,33,3,3,33,0.0971650290382482,3.03318675315614,3.13035178219439
13_10,POL_2023_1,1,7,88,3,7,88,-0.307328563213108,3.03318675315614,2.72585818994303
13_109,POL_2023_1,1,10,3,1,10,3,-1.36271240743134,2.78370515977643,1.4209927523451
13_109,POL_2023_1,1,7,115,4,7,115,0.827815700798503,2.78370515977643,3.61152086057494
13_32,POL_2023_1,1,5,59,3,5,59,-0.824633066469135,4.03953052362635,3.21489745715722
13_32,POL_2023_1,1,8,41,5,8,41,0.751349880128504,4.03953052362635,4.79088040375486
13_32,POL_2023_1,1,4,106,5,4,106,1.17300869344162,4.03953052362635,5.21253921706798
13_35,POL_2023_1,1,3,20,8,3,20,3.29616149356484,4.64993759994731,7.94609909351216
13_35,POL_2023_1,1,6,102,3,6,102,-1.40191073231889,4.64993759994731,3.24802686762842
13_38,POL_2023_1,1,2,68,7,2,68,1.82706712540903,4.98263537616193,6.80970250157096
13_38,POL_2023_1,1,1,19,7,1,19,0.500233637146877,4.98263537616193,5.48286901330881
130,POL_2023_1,1,5,1,5,5,1,1.80058362402572,3.29196054494413,5.09254416896986
130,POL_2023_1,1,7,114,2,7,114,-1.67391896491419,3.29196054494413,1.61804158002994
131,POL_2023_1,1,3,107,3,3,107,0.0343139237120771,3.22101057564211,3.25532449935418
133,POL_2023_1,1,9,63,2,9,63,0.0603627242973683,2.16821573245707,2.22857845675444
133,POL_2023_1,1,8,45,1,8,45,-1.39640003469234,2.16821573245707,0.771815697764725
135,POL_2023_1,1,8,108,2,8,108,-0.994147723551314,2.66388177455009,1.66973405099878
135,POL_2023_1,1,10,7,3,10,7,0.733285882427689,2.66388177455009,3.39716765697778
135,POL_2023_1,1,6,59,2,6,59,-0.430000792662725,2.66388177455009,2.23388098188736
1377,POL_2023_1,1,6,25,1,6,25,-1.08243305950132,2.32089888364043,1.23846582413911
1377,POL_2023_1,1,5,113,2,5,113,-0.054867007825024,2.32089888364043,2.2660318758154
140,POL_2023_1,1,6,50,2,6,50,-0.340334504061927,2.57575489831208,2.23542039425016
140,POL_2023_1,1,9,111,2,9,111,-0.465236873210853,2.57575489831208,2.11051802510123
141,POL_2023_1,1,2,53,3,2,53,-0.19018930477512,3.04853228296284,2.85834297818772
143,POL_2023_1,1,10,59,3,10,59,0.133637227525175,2.97121978450041,3.10485701202558
143,POL_2023_1,1,1,88,3,1,88,-0.424458937906859,2.97121978450041,2.54676084659355
1446,POL_2023_1,1,3,10,2,3,10,-0.160643021080477,1.99639415932867,1.8357511382482
1446,POL_2023_1,1,8,114,1,8,114,-1.3990427107585,1.99639415932867,0.597351448570169
1448,POL_2023_1,1,1,84,3,1,84,-0.193857509270616,2.69173418559668,2.49787667632606
1448,POL_2023_1,1,5,52,2,5,52,-0.460751540925714,2.69173418559668,2.23098264467097
1478,POL_2023_1,1,1,1,3,1,1,-1.10798298066903,2.11434519069116,1.00636221002213
1478,POL_2023_1,1,8,82,2,8,82,-0.298173939323949,2.11434519069116,1.81617125136721
149,POL_2023_1,1,2,35,3,2,35,-0.335430803103314,3.01980762401081,2.6843768209075
149,POL_2023_1,1,10,112,3,10,112,0.107852569137458,3.01980762401081,3.12766019314827
15,POL_2023_1,1,9,77,2,9,77,-0.373414767282218,2.67746445475395,2.30404968747173
15,POL_2023_1,1,11,90,2,11,90,0.139239825107371,2.67746445475395,2.81670427986132
15,POL_2023_1,1,6,26,2,6,26,-0.43900804329226,2.67746445475395,2.23845641146169
152,POL_2023_1,1,10,108,3,10,108,-0.0481151032934406,3.24714469951601,3.19902959622257
152,POL_2023_1,1,11,107,3,11,107,0.442979131253195,3.24714469951601,3.69012383076921
152,POL_2023_1,1,7,5,3,7,5,-0.326533097862495,3.24714469951601,2.92061160165352
163,POL_2023_1,1,10,47,6,10,47,2.24903689507387,3.74906224132771,5.99809913640158
163,POL_2023_1,1,9,62,2,9,62,-1.52739413761163,3.74906224132771,2.22166810371608
167,POL_2023_1,1,4,61,2,4,61,-0.548904254705834,2.77294363089984,2.224039376194
170,POL_2023_1,1,2,42,3,2,42,-0.633946739282284,3.43379912831854,2.79985238903626
170,POL_2023_1,1,11,70,3,11,70,0.177249808942393,3.43379912831854,3.61104893726093
170,POL_2023_1,1,5,64,4,5,64,0.767983198333059,3.43379912831854,4.2017823266516
173,POL_2023_1,1,8,93,3,8,93,-0.228137980338839,3.01937758966611,2.79123960932727
1870,POL_2023_1,1,1,16,4,1,16,-0.275759212017038,2.66534048635867,2.38958127434163
1870,POL_2023_1,1,6,108,2,6,108,-0.413204716109786,2.66534048635867,2.25213577024888
1872,POL_2023_1,1,4,100,3,4,100,-0.624275635612062,3.7929422813606,3.16866664574854
1872,POL_2023_1,1,1,9,7,1,9,1.40303404803878,3.7929422813606,5.19597632939938
1887,POL_2023_1,1,5,104,1,5,104,-0.780750475142732,1.99830688337533,1.2175564082326
1887,POL_2023_1,1,3,54,1,3,54,-0.776445594275489,1.99830688337533,1.22186128909984
1889,POL_2023_1,1,2,43,2,2,43,-0.520720636737032,2.33228880496204,1.81156816822501
1889,POL_2023_1,1,7,70,2,7,70,-0.601753946934552,2.33228880496204,1.73053485802749
1893,POL_2023_1,1,10,15,2,10,15,-0.486656709517076,2.81696771869691,2.33031100917984
1893,POL_2023_1,1,2,83,3,2,83,-0.00494439307543271,2.81696771869691,2.81202332562148
1900,POL_2023_1,1,3,77,2,3,77,-1.00390790278943,3.10735597652561,2.10344807373619
1900,POL_2023_1,1,10,43,4,10,43,0.890285387441775,3.10735597652561,3.99764136396739
1901,POL_2023_1,1,3,48,1,3,48,-1.10690586689869,2.34424972733403,1.23734386043534
1910,POL_2023_1,1,10,58,3,10,58,-0.0655219593335392,3.1581176414702,3.09259568213666
1910,POL_2023_1,1,5,78,3,5,78,0.0179724406883679,3.1581176414702,3.17609008215857
192,POL_2023_1,1,4,36,2,4,36,-0.36119563306409,2.61197009996987,2.25077446690578
192,POL_2023_1,1,9,61,2,9,61,-0.397236886522963,2.61197009996987,2.21473321344691
1935,POL_2023_1,1,11,82,6,11,82,2.64798941553773,4.11607449084794,6.76406390638568
1935,POL_2023_1,1,9,9,3,9,9,-0.58226819534431,4.11607449084794,3.53380629550363
1935,POL_2023_1,1,4,110,3,4,110,-0.866363652179006,4.11607449084794,3.24971083866894
1951,POL_2023_1,1,11,93,1,11,93,-1.2386690152639,3.05945526875593,1.82078625349203
1951,POL_2023_1,1,1,6,6,1,6,1.06269741601668,3.05945526875593,4.12215268477262
1952,POL_2023_1,1,7,69,5,7,69,0.793868419640838,3.93600076497641,4.72986918461724
1952,POL_2023_1,1,5,7,4,5,7,0.171099462599861,3.93600076497641,4.10710022757627
1962,POL_2023_1,1,6,68,7,6,68,1.92027992779428,5.31289847208938,7.23317839988366
1962,POL_2023_1,1,9,47,6,9,47,0.836901778816211,5.31289847208938,6.14980025090559
197,POL_2023_1,1,10,90,1,10,90,-0.670790853630606,2.02575769733099,1.35496684370038
197,POL_2023_1,1,9,55,1,9,55,-0.850674363737102,2.02575769733099,1.17508333359389
1985,POL_2023_1,1,5,91,3,5,91,0.111434025732922,3.06628085449204,3.17771488022496
1985,POL_2023_1,1,7,31,3,7,31,-0.278521225614463,3.06628085449204,2.78775962887758
1988,POL_2023_1,1,6,1,3,6,1,0.171325820855962,3.06344710905412,3.23477292991008
1988,POL_2023_1,1,8,103,3,8,103,-0.342101513878532,3.06344710905412,2.72134559517559
1989,POL_2023_1,1,1,41,3,1,41,-0.267745642673676,2.46653088577745,2.19878524310378
1989,POL_2023_1,1,8,94,2,8,94,-0.679995181324506,2.46653088577745,1.78653570445295
1991,POL_2023_1,1,9,59,3,9,59,-0.363092218126746,3.56397317926703,3.20088096114028
1991,POL_2023_1,1,2,41,4,2,41,0.222919285657769,3.56397317926703,3.78689246492479
1991,POL_2023_1,1,9,106,4,9,106,0.620897883146328,3.56397317926703,4.18487106241335
1997,POL_2023_1,1,3,57,1,3,57,-1.12462105985994,2.33063973937516,1.20601867951522
2,POL_2023_1,1,1,3,4,1,3,-1.28101897711034,3.33292175267581,2.05190277556547
2,POL_2023_1,1,11,99,4,11,99,1.46100004627932,3.33292175267581,4.79392179895513
200,POL_2023_1,1,10,12,2,10,12,-0.558940625201934,2.91817633838206,2.35923571318013
200,POL_2023_1,1,10,60,3,10,60,0.199075879208807,2.91817633838206,3.11725221759087
2003,POL_2023_1,1,9,76,4,9,76,0.470095562916037,3.83057104088159,4.30066660379762
2003,POL_2023_1,1,3,38,4,3,38,0.357641639045311,3.83057104088159,4.1882126799269
2010,POL_2023_1,1,5,57,1,5,57,-1.1166688648875,2.33674914377499,1.22008027888749
2013,POL_2023_1,1,2,14,4,2,14,0.319906184683875,2.90183114848698,3.22173733317086
2013,POL_2023_1,1,5,100,2,5,100,-0.701046349424947,2.90183114848698,2.20078479906203
202,POL_2023_1,1,9,44,3,9,44,0.0873417989648901,3.06811002990403,3.15545182886892
202,POL_2023_1,1,7,111,4,7,111,0.568887853849463,3.06811002990403,3.6369978837535
202,POL_2023_1,1,9,33,2,9,33,-0.820935939833859,3.06811002990403,2.24717409007017
2024,POL_2023_1,1,7,104,3,7,104,-0.293186165274083,2.9694032531939,2.67621708791982
2026,POL_2023_1,1,4,71,4,4,71,0.79176187431711,3.38046396938945,4.17222584370656
2026,POL_2023_1,1,7,24,3,7,24,-0.549898344602811,3.38046396938945,2.83056562478664
203,POL_2023_1,1,6,103,2,6,103,-0.542478550974503,2.7911985633362,2.2487200123617
203,POL_2023_1,1,11,88,2,11,88,0.0173354966151948,2.7911985633362,2.8085340599514
2046,POL_2023_1,1,8,105,2,8,105,-0.639260719145691,2.34113409535567,1.70187337620998
2046,POL_2023_1,1,7,17,2,7,17,-0.471700553375667,2.34113409535567,1.86943354198001
