Genotype,Envir,Management,Row,Position,Harvest_date,R,P,Harvest_date_spats_residuals,Harvest_date_spats_geno_pred_values,Harvest_date_spats_adj_pheno
FuGa_016,POL_2020_1,1,1,69,243,1,69,-0.0965715142245358,243.075080910677,242.978509396452
FuGa_187,POL_2020_1,1,2,74,285,2,74,0.357036550985754,284.639282345593,284.996318896579
FuGa_187,POL_2020_1,1,5,49,285,5,49,0.125608198229372,284.639282345593,284.764890543822
FuGa_215,POL_2020_1,1,7,96,265,7,96,0.0625927628481122,264.905949262201,264.968542025049
FuGa_215,POL_2020_1,1,5,28,265,5,28,-0.0398908151806836,264.905949262201,264.86605844702
FuGa_217,POL_2020_1,1,8,13,276,8,13,0.117881576129889,275.954510829476,276.072392405606
FuGa_217,POL_2020_1,1,5,103,276,5,103,0.162339278194111,275.954510829476,276.11685010767
FuGa_243,POL_2020_1,1,7,36,268,7,36,0.0879291167659062,267.704448226805,267.792377343571
FuGa_270,POL_2020_1,1,8,3,272,8,3,0.292705039063378,271.933256793671,272.225961832734
FuGa_270,POL_2020_1,1,10,100,272,10,100,-0.106211222090337,271.933256793671,271.827045571581
FuGa_275,POL_2020_1,1,2,15,277,2,15,0.297448933912563,276.693662375634,276.991111309547
FuGa_352,POL_2020_1,1,5,23,265,5,23,0.115887267948096,264.803130471049,264.919017738997
FuGa_352,POL_2020_1,1,8,63,265,8,63,-0.0722081807392669,264.803130471049,264.73092229031
FuGa_352,POL_2020_1,1,11,106,265,11,106,-0.0233736309325536,264.803130471049,264.779756840117
FuPi_005,POL_2020_1,1,7,100,272,7,100,0.183559104261178,271.807346216849,271.99090532111
FuPi_013,POL_2020_1,1,5,69,299,5,69,0.233663033894914,298.618286576221,298.851949610116
FuPi_013,POL_2020_1,1,7,4,299,7,4,0.574803123266634,298.618286576221,299.193089699488
FuPi_023,POL_2020_1,1,7,30,291,7,30,0.612964324021448,290.230498401762,290.843462725784
FuPi_054,POL_2020_1,1,6,52,308,6,52,0.998045234185099,306.751965503184,307.750010737369
FuPi_087,POL_2020_1,1,7,45,250,7,45,-0.461683760782705,250.202618947377,249.740935186595
FuPi_087,POL_2020_1,1,1,103,250,1,103,0.141681771486418,250.202618947377,250.344300718864
FuPi_097,POL_2020_1,1,7,67,277,7,67,0.292597479130961,276.485516117414,276.778113596545
FuPi_106,POL_2020_1,1,7,60,284,7,60,0.451322015959988,283.295415398802,283.746737414762
FuPi_107,POL_2020_1,1,7,50,284,7,50,0.450969331125691,283.28028384922,283.731253180346
FuPi_114,POL_2020_1,1,9,112,258,9,112,-0.0234448272277632,257.934308177547,257.91086335032
FuPi_114,POL_2020_1,1,2,38,258,2,38,-0.116347625737035,257.934308177547,257.81796055181
GaCr_002,POL_2020_1,1,5,117,278,5,117,0.369123545154537,277.823417890393,278.192541435547
GaCr_002,POL_2020_1,1,9,36,278,9,36,-0.045342368517538,277.823417890393,277.778075521875
GaCr_010,POL_2020_1,1,8,78,278,8,78,0.316089698713313,277.493423605723,277.809513304437
GaCr_017,POL_2020_1,1,4,21,285,4,21,0.294053569558059,284.645166648248,284.939220217806
GaCr_017,POL_2020_1,1,4,62,285,4,62,0.188728330469019,284.645166648248,284.833894978717
GaCr_041,POL_2020_1,1,2,89,296,2,89,0.449392102405398,295.708334378548,296.157726480954
GaCr_041,POL_2020_1,1,3,15,296,3,15,0.291249143448681,295.708334378548,295.999583521997
GaCr_043,POL_2020_1,1,9,45,264,9,45,-0.179757075262955,263.893037241831,263.713280166568
GaCr_043,POL_2020_1,1,5,96,264,5,96,0.178850158153523,263.893037241831,264.071887399985
GaCr_052,POL_2020_1,1,7,65,262,7,65,-0.0298031076691245,261.796981717224,261.767178609555
GaCr_052,POL_2020_1,1,5,55,262,5,55,-0.0199584882785189,261.796981717224,261.777023228946
GaCr_055,POL_2020_1,1,1,59,270,1,59,0.135677625743142,269.753044766887,269.88872239263
GaCr_056,POL_2020_1,1,8,69,264,8,69,-0.0039832333768004,263.761051322366,263.757068088989
GaCr_057,POL_2020_1,1,6,54,278,6,54,-0.0635746391527619,277.817023859145,277.753449219992
GaCr_057,POL_2020_1,1,1,89,278,1,89,0.387206784268813,277.817023859145,278.204230643414
GaCr_061,POL_2020_1,1,6,16,263,6,16,-0.00549182652895297,263.016918532604,263.011426706075
GaCr_061,POL_2020_1,1,3,78,263,3,78,-0.015835588826917,263.016918532604,263.001082943777
GaPi_007,POL_2020_1,1,6,43,278,6,43,0.0680170712342374,277.692547417814,277.760564489048
GaPi_007,POL_2020_1,1,4,76,278,4,76,0.252713787874768,277.692547417814,277.945261205689
GaPi_014,POL_2020_1,1,9,20,237,9,20,-0.34623123977596,237.319632401793,236.973401162017
GaPi_014,POL_2020_1,1,6,100,237,6,100,-0.274046273124867,237.319632401793,237.045586128668
GaPi_017,POL_2020_1,1,2,23,261,2,23,-0.0348867371861275,260.946422468663,260.911535731477
GaPi_017,POL_2020_1,1,8,95,261,8,95,-0.0346996193337077,260.946422468663,260.91172284933
GaPi_023,POL_2020_1,1,11,79,243,11,79,-0.378701601887883,243.077531870928,242.698830269041
GaPi_023,POL_2020_1,1,6,21,243,6,21,-0.130355201298158,243.077531870928,242.94717666963
GaPi_023,POL_2020_1,1,1,80,243,1,80,0.0229839075018958,243.077531870928,243.10051577843
GaPi_028,POL_2020_1,1,1,100,275,1,100,0.428258452386729,274.890475477485,275.318733929872
GaPi_028,POL_2020_1,1,8,48,275,8,48,-0.172838040981105,274.890475477485,274.717637436504
GaPi_033,POL_2020_1,1,9,30,244,9,30,-0.457678960597036,244.29574199778,243.838063037183
GaPi_035,POL_2020_1,1,4,67,234,4,67,-0.684753540849215,234.553360310744,233.868606769895
GaPi_038,POL_2020_1,1,10,65,291,10,65,0.143937750349608,290.537274759822,290.681212510172
GaPi_038,POL_2020_1,1,5,41,291,5,41,0.237732482965839,290.537274759822,290.775007242788
GaPi_038,POL_2020_1,1,11,103,291,11,103,0.23844440722803,290.537274759822,290.77571916705
GaPi_051,POL_2020_1,1,2,4,244,2,4,-0.13611063574146,244.24627920101,244.110168565268
GaPi_051,POL_2020_1,1,9,117,244,9,117,-0.322721199396824,244.24627920101,243.923558001613
GaPi_056,POL_2020_1,1,1,118,284,1,118,0.619333466450996,283.849256445317,284.468589911768
GaPi_056,POL_2020_1,1,10,46,284,10,46,-0.155102571820635,283.849256445317,283.694153873497
I_BB002,POL_2020_1,1,7,102,307,7,102,0.619269295234801,306.3807535746,307.000022869835
I_BB002,POL_2020_1,1,8,40,307,8,40,0.370123763786296,306.3807535746,306.750877338387
I_BB012,POL_2020_1,1,6,35,264,6,35,-0.138938710421428,263.941719924784,263.802781214362
I_BB012,POL_2020_1,1,5,97,264,5,97,0.139166485027431,263.941719924784,264.080886409811
I_BB015,POL_2020_1,1,2,115,308,2,115,0.774577302122395,307.604701283969,308.379278586092
I_BB015,POL_2020_1,1,2,31,308,2,31,0.243343423057013,307.604701283969,307.848044707026
I_BB022,POL_2020_1,1,8,46,298,8,46,0.276044806264167,297.447256724103,297.723301530367
I_BB022,POL_2020_1,1,7,93,298,7,93,0.505127089526297,297.447256724103,297.952383813629
I_BB028,POL_2020_1,1,6,74,282,6,74,0.153229047441926,281.701758305863,281.854987353305
I_BB028,POL_2020_1,1,1,14,282,1,14,0.294110439499264,281.701758305863,281.995868745362
I_BB028,POL_2020_1,1,11,71,282,11,71,-0.0331622911164686,281.701758305863,281.668596014746
I_BB031,POL_2020_1,1,8,56,265,8,56,0.00310168825075152,264.710358828046,264.713460516297
I_BB031,POL_2020_1,1,9,69,265,9,69,0.0150414546843649,264.710358828046,264.725400282731
I_BB039,POL_2020_1,1,1,58,272,1,58,0.181067070076665,271.700428268691,271.881495338768
I_BB049,POL_2020_1,1,3,93,271,3,93,0.164410148646596,270.985781626496,271.150191775143
I_BB056,POL_2020_1,1,5,93,251,5,93,-0.032697046838166,251.08397516945,251.051278122612
I_BB056,POL_2020_1,1,5,34,251,5,34,-0.266762368720549,251.08397516945,250.81721280073
I_BB070,POL_2020_1,1,7,83,307,7,83,0.978303779947964,305.904980420046,306.883284199994
I_CC003,POL_2020_1,1,4,93,254,4,93,0.0610026431406538,254.039738197839,254.10074084098
I_CC003,POL_2020_1,1,7,43,254,7,43,-0.291569392557278,254.039738197839,253.748168805282
I_CC044,POL_2020_1,1,10,69,285,10,69,0.203432848530326,284.490362748106,284.693795596636
I_CC044,POL_2020_1,1,5,47,285,5,47,0.275740895731587,284.490362748106,284.766103643837
I_CC048,POL_2020_1,1,8,38,276,8,38,0.0237597985874913,275.742409756971,275.766169555558
I_CC048,POL_2020_1,1,7,101,276,7,101,0.251517422489826,275.742409756971,275.993927179461
I_CC052,POL_2020_1,1,9,71,261,9,71,-0.0442192766290646,260.779028044985,260.734808768356
I_CC052,POL_2020_1,1,6,48,261,6,48,-0.0292686944768548,260.779028044985,260.749759350508
I_CC057,POL_2020_1,1,10,116,286,10,116,0.0542571956908091,285.800323614315,285.854580810006
I_CC057,POL_2020_1,1,8,1,286,8,1,0.455449001866612,285.800323614315,286.255772616181
I_CC059,POL_2020_1,1,4,16,261,4,16,0.00111621591111088,260.994935593022,260.996051808933
I_CC059,POL_2020_1,1,7,89,261,7,89,-0.0695718327709187,260.994935593022,260.925363760251
I_CC067,POL_2020_1,1,8,9,277,8,9,0.361069388195688,276.771652486919,277.132721875114
I_CC067,POL_2020_1,1,9,65,277,9,65,-0.061802667590996,276.771652486919,276.709849819328
I_CC070,POL_2020_1,1,9,70,255,9,70,-0.255519707705389,254.985756572707,254.730236865002
I_CC070,POL_2020_1,1,4,13,255,4,13,0.0470026718276699,254.985756572707,255.032759244535
I_CC075,POL_2020_1,1,2,9,296,2,9,0.477303175878831,295.578128754219,296.055431930098
I_CC075,POL_2020_1,1,5,67,296,5,67,0.260303248671221,295.578128754219,295.83843200289
I_J012,POL_2020_1,1,5,19,234,5,19,-0.363307424548111,234.329776304904,233.966468880355
I_J012,POL_2020_1,1,7,103,234,7,103,-0.326657392753276,234.329776304904,234.00311891215
I_J030,POL_2020_1,1,6,12,276,6,12,0.0474893505127056,276.01822601204,276.065715362553
I_J030,POL_2020_1,1,3,106,276,3,106,0.234216571714057,276.01822601204,276.252442583754
I_J033,POL_2020_1,1,6,89,290,6,89,0.397395138425111,289.574489141822,289.971884280247
I_J033,POL_2020_1,1,7,38,290,7,38,0.200278979143377,289.574489141822,289.774768120966
I_J036,POL_2020_1,1,6,101,272,6,101,0.109796411902664,271.939553419444,272.049349831346
I_J036,POL_2020_1,1,5,15,272,5,15,0.0768441662730197,271.939553419444,272.016397585717
I_J054,POL_2020_1,1,10,38,265,10,38,-0.157046709140161,264.905938117234,264.748891408094
I_J054,POL_2020_1,1,5,98,265,5,98,0.179748397040612,264.905938117234,265.085686514275
I_J056,POL_2020_1,1,11,95,263,11,95,-0.00873979091409183,262.767685602884,262.75894581197
I_J056,POL_2020_1,1,10,56,263,10,56,-0.0982096288523735,262.767685602884,262.669475974031
I_J056,POL_2020_1,1,6,73,263,6,73,0.0798129050840544,262.767685602884,262.847498507968
I_J063,POL_2020_1,1,4,97,256,4,97,-0.177629633376171,256.310946138872,256.133316505496
I_J064,POL_2020_1,1,1,27,249,1,27,-0.138325571472734,249.016746071944,248.878420500471
I_J064,POL_2020_1,1,5,62,249,5,62,-0.20931663908263,249.016746071944,248.807429432861
I_J069,POL_2020_1,1,7,116,307,7,116,0.982193296489015,306.071855790585,307.054049087074
I_M007,POL_2020_1,1,6,113,285,6,113,0.404921363264009,284.704217689705,285.109139052969
I_M007,POL_2020_1,1,6,38,285,6,38,0.0792368932720251,284.704217689705,284.783454582977
I_M013,POL_2020_1,1,2,51,261,2,51,-0.0551644317239948,260.877731456538,260.822567024814
I_M013,POL_2020_1,1,7,80,261,7,80,-0.0160229688981985,260.877731456538,260.861708487639
I_M014,POL_2020_1,1,6,84,275,6,84,0.205079537937877,274.728791898898,274.933871436836
I_M014,POL_2020_1,1,5,42,275,5,42,0.046572366759051,274.728791898898,274.775364265657
I_M024,POL_2020_1,1,8,24,256,8,24,-0.220532900437149,256.134930558043,255.914397657605
I_M024,POL_2020_1,1,4,103,256,4,103,0.0388007112975686,256.134930558043,256.17373126934
I_M026,POL_2020_1,1,1,44,262,1,44,-0.0248390147298778,261.84544486566,261.82060585093
I_M026,POL_2020_1,1,4,60,262,4,60,-0.0237930063927365,261.84544486566,261.821651859267
I_M029,POL_2020_1,1,10,16,248,10,16,-0.0687496134726757,248.110895458159,248.042145844686
I_M029,POL_2020_1,1,9,85,248,9,85,-0.300006083958806,248.110895458159,247.8108893742
I_M047,POL_2020_1,1,8,8,241,8,8,-0.161557123741261,241.309667275547,241.148110151806
I_M047,POL_2020_1,1,8,102,241,8,102,-0.365721005307108,241.309667275547,240.94394627024
I_M048,POL_2020_1,1,10,110,268,10,110,0.051667504222678,267.797607501426,267.849275005649
I_M048,POL_2020_1,1,4,32,268,4,32,0.0384329607678069,267.797607501426,267.836040462194
I_M052,POL_2020_1,1,9,60,263,9,60,-0.0810869182177498,262.777913985059,262.696827066842
I_M052,POL_2020_1,1,1,49,263,1,49,0.0541888057724123,262.777913985059,262.832102790832
I_M056,POL_2020_1,1,8,29,243,8,29,-0.338225192040397,243.188895330323,242.850670138283
I_M056,POL_2020_1,1,1,75,243,1,75,-0.145252053872383,243.188895330323,243.043643276451
I_W002,POL_2020_1,1,6,37,268,6,37,-0.116654725904766,267.906130007965,267.789475282061
I_W002,POL_2020_1,1,4,95,268,4,95,0.209284623985923,267.906130007965,268.115414631951
I_W010,POL_2020_1,1,10,57,255,10,57,-0.189946839614151,254.859504363092,254.669557523478
I_W010,POL_2020_1,1,9,90,255,9,90,-0.0215128717225639,254.859504363092,254.83799149137
I_W034,POL_2020_1,1,6,86,264,6,86,-0.0364163202174836,263.985204990555,263.948788670338
I_W034,POL_2020_1,1,3,13,264,3,13,0.0376576409336167,263.985204990555,264.022862631489
I_W036,POL_2020_1,1,5,39,261,5,39,-0.0716595187280404,260.857475755593,260.785816236865
I_W037,POL_2020_1,1,8,76,268,8,76,0.0880560359776155,267.709893554078,267.797949590055
I_W045,POL_2020_1,1,8,87,262,8,87,-6.64482429578601,268.512873620267,261.868049324481
I_W045,POL_2020_1,1,10,11,272,10,11,3.61142207374479,268.512873620267,272.124295694012
I_W045,POL_2020_1,1,11,66,272,11,66,3.14017404717038,268.512873620267,271.653047667438
I_W046,POL_2020_1,1,9,103,255,9,103,-0.218038819515812,255.107448775391,254.889409955875
I_W046,POL_2020_1,1,7,9,255,7,9,0.0123581748540857,255.107448775391,255.119806950245
I_W049,POL_2020_1,1,4,18,269,4,18,0.129947677620464,268.842582344232,268.972530021852
I_W049,POL_2020_1,1,7,75,269,7,75,-0.0154910303918996,268.842582344232,268.82709131384
I_W050,POL_2020_1,1,7,11,308,7,11,0.44051757120161,307.649565432273,308.090083003475
I_W050,POL_2020_1,1,1,91,308,1,91,0.578448843623335,307.649565432273,308.228014275896
JoPr_1990_102_001,POL_2020_1,1,10,22,240,10,22,-0.274226091255912,240.221462746143,239.947236654887
JoPr_1990_102_001,POL_2020_1,1,3,72,240,3,72,-0.278415813784108,240.221462746143,239.943046932359
JoPr_1990_102_054,POL_2020_1,1,10,45,237,10,45,-0.394640006661632,237.094119749197,236.699479742535
JoPr_1990_102_054,POL_2020_1,1,6,75,237,6,75,-0.230893735421859,237.094119749197,236.863226013775
JoPr_1990_102_097,POL_2020_1,1,2,86,226,2,86,-0.259015320268503,226.384744059524,226.125728739256
JoPr_1990_102_097,POL_2020_1,1,5,45,226,5,45,-0.616131613703061,226.384744059524,225.768612445821
JoPr_1990_102_108,POL_2020_1,1,5,76,256,5,76,-0.0445692299577445,255.952979070411,255.908409840453
JoPr_1990_102_108,POL_2020_1,1,6,34,256,6,34,-0.141403868540749,255.952979070411,255.81157520187
JoPr_1990_102_169,POL_2020_1,1,4,69,233,4,69,-0.385731850471728,233.269339916064,232.883608065592
JoPr_1990_102_169,POL_2020_1,1,2,20,233,2,20,-0.32894952543009,233.269339916064,232.940390390633
JoPr_1990_102_179,POL_2020_1,1,1,92,226,1,92,-0.858535455003988,227.097441043499,226.238905588495
JoPr_1990_102_202,POL_2020_1,1,2,39,243,2,39,-0.314451945788761,243.128394708153,242.813942762364
JoPr_1990_102_202,POL_2020_1,1,7,94,243,7,94,-0.170435443334526,243.128394708153,242.957959264819
JoPr_1990_102_232,POL_2020_1,1,6,5,226,6,5,-0.405864073460634,226.568590240403,226.162726166942
JoPr_1990_102_232,POL_2020_1,1,3,88,226,3,88,-0.464997789806546,226.568590240403,226.103592450596
JoPr_1990_102_242,POL_2020_1,1,9,49,242,9,49,-0.330588406672575,242.02827716252,241.697688755848
JoPr_1990_102_242,POL_2020_1,1,8,84,242,8,84,-0.179940425982721,242.02827716252,241.848336736537
JoPr_1990_102_246,POL_2020_1,1,4,35,241,4,35,-0.285485055064243,241.101081462642,240.815596407578
JoPr_1990_102_246,POL_2020_1,1,8,85,241,8,85,-0.246654773867789,241.101081462642,240.854426688774
JoPr_1990_102_257,POL_2020_1,1,11,115,256,11,115,-0.131852057009098,255.919319887148,255.787467830139
JoPr_1990_102_257,POL_2020_1,1,4,48,256,4,48,-0.137457390547922,255.919319887148,255.7818624966
JoPr_1990_102_257,POL_2020_1,1,6,93,256,6,93,0.0825518237582799,255.919319887148,256.001871710906
Modi,POL_2020_1,1,8,66,254,8,66,-2.70393363849962,256.445217890713,253.741284252213
Modi,POL_2020_1,1,4,54,256,4,54,-0.650763393435966,256.445217890713,255.794454497277
Modi,POL_2020_1,1,8,50,257,8,50,0.268534592370486,256.445217890713,256.713752483084
Modi,POL_2020_1,1,1,30,255,1,30,-1.5855011614363,256.445217890713,254.859716729277
Modi,POL_2020_1,1,6,62,257,6,62,0.33580230292813,256.445217890713,256.781020193641
Modi,POL_2020_1,1,2,61,255,2,61,-1.56753524182545,256.445217890713,254.877682648888
Modi,POL_2020_1,1,10,55,255,10,55,-1.77441957882184,256.445217890713,254.670798311891
Modi,POL_2020_1,1,9,104,264,9,104,7.44610394913758,256.445217890713,263.891321839851
Modi,POL_2020_1,1,8,71,256,8,71,-0.677257627616086,256.445217890713,255.767960263097
Modi,POL_2020_1,1,9,105,256,9,105,-0.551455192592812,256.445217890713,255.89376269812
Modi,POL_2020_1,1,10,29,264,10,29,7.40152729964092,256.445217890713,263.846745190354
Modi,POL_2020_1,1,7,7,256,7,7,-0.296135174288509,256.445217890713,256.149082716425
Modi,POL_2020_1,1,8,60,254,8,60,-2.72339961569998,256.445217890713,253.721818275013
Modi,POL_2020_1,1,5,24,255,5,24,-1.5360876957771,256.445217890713,254.909130194936
Modi,POL_2020_1,1,8,90,255,8,90,-1.55997986320966,256.445217890713,254.885238027503
NOVADI_0010,POL_2020_1,1,2,87,254,2,87,0.0553829756080404,254.08255956117,254.137942536778
NOVADI_0010,POL_2020_1,1,3,43,254,3,43,-0.284951648434088,254.08255956117,253.797607912736
NOVADI_0023,POL_2020_1,1,4,89,272,4,89,0.124226362705372,271.940592293032,272.064818655737
NOVADI_0023,POL_2020_1,1,1,13,272,1,13,0.0624384294452511,271.940592293032,272.003030722477
NOVADI_0042,POL_2020_1,1,10,98,265,10,98,0.020226400655929,264.799738677803,264.819965078459
NOVADI_0114,POL_2020_1,1,2,94,291,2,94,0.504758299700086,290.704109793933,291.208868093633
NOVADI_0114,POL_2020_1,1,1,39,291,1,39,0.119244917226126,290.704109793933,290.823354711159
NOVADI_0256,POL_2020_1,1,7,13,291,7,13,0.443891960693748,290.61855289828,291.062444858973
NOVADI_0256,POL_2020_1,1,5,60,291,5,60,0.178117103591376,290.61855289828,290.796670001871
NOVADI_0268,POL_2020_1,1,3,18,270,3,18,0.137445584064494,269.828897047457,269.966342631522
NOVADI_0286,POL_2020_1,1,5,3,244,5,3,-0.0021631671863247,244.176121330844,244.173958163658
NOVADI_0286,POL_2020_1,1,9,67,244,9,67,-0.458303901453292,244.176121330844,243.717817429391
NOVADI_0296,POL_2020_1,1,2,62,264,2,62,0.00904241863872812,263.877700794845,263.886743213483
NOVADI_0296,POL_2020_1,1,1,56,264,1,56,-0.0103067963137846,263.877700794845,263.867393998531
NOVADI_0329,POL_2020_1,1,1,107,286,1,107,0.511246728980268,285.866418397394,286.377665126374
NOVADI_0330,POL_2020_1,1,1,7,268,1,7,0.202804027402806,267.860158148466,268.062962175869
NOVADI_0330,POL_2020_1,1,9,74,268,9,74,-0.111245637401566,267.860158148466,267.748912511064
NOVADI_0347,POL_2020_1,1,2,52,265,2,52,0.0587167484380871,264.767343239175,264.826059987613
NOVADI_0347,POL_2020_1,1,10,77,265,10,77,-0.0392454178325465,264.767343239175,264.728097821342
NOVADI_0356,POL_2020_1,1,10,85,262,10,85,-0.0493016125433883,261.81671679233,261.767415179787
NOVADI_0371,POL_2020_1,1,4,74,291,4,74,0.378037559682468,290.547628840419,290.925666400101
NOVADI_0371,POL_2020_1,1,8,35,291,8,35,0.242318412866041,290.547628840419,290.789947253285
NOVADI_0382,POL_2020_1,1,9,66,272,9,66,0.177202870816359,271.534639107842,271.711841978658
NOVADI_0622,POL_2020_1,1,3,75,261,3,75,-0.0157353537614426,260.987221839598,260.971486485836
NOVADI_0622,POL_2020_1,1,6,22,261,6,22,-0.0529000545888607,260.987221839598,260.934321785009
NOVADI_0731,POL_2020_1,1,1,83,285,1,83,0.4829526398089,284.652492048207,285.135444688016
NOVADI_0766,POL_2020_1,1,4,57,258,4,57,-0.0940729689096997,257.90003017657,257.80595720766
NOVADI_0766,POL_2020_1,1,9,93,258,9,93,-0.046518432704147,257.90003017657,257.853511743865
NOVADI_0830,POL_2020_1,1,6,8,268,6,8,0.0954115335428014,268.025472976026,268.120884509569
NOVADI_0980,POL_2020_1,1,4,116,291,4,116,0.622305881079569,290.631287491903,291.253593372982
NOVADI_1015,POL_2020_1,1,3,91,227,3,91,-0.257952719012195,227.390071186799,227.132118467787
NOVADI_1015,POL_2020_1,1,3,45,227,3,45,-0.593762138207381,227.390071186799,226.796309048591
TeBr_012,POL_2020_1,1,7,63,264,7,63,-0.00643843649174869,263.764505399244,263.758066962752
TeBr_012,POL_2020_1,1,7,39,264,7,39,0.00253571043629108,263.764505399244,263.76704110968
TeBr_021,POL_2020_1,1,8,77,271,8,77,-0.0303758660874109,270.833615687832,270.803239821745
TeBr_021,POL_2020_1,1,6,15,271,6,15,0.191239344344865,270.833615687832,271.024855032177
TeBr_022,POL_2020_1,1,7,35,285,7,35,0.139292105286359,284.657028180235,284.796320285521
TeBr_022,POL_2020_1,1,4,82,285,4,82,0.343766262290956,284.657028180235,285.000794442526
TeBr_027,POL_2020_1,1,7,28,268,7,28,0.0469003552549339,267.81670354178,267.863603897035
TeBr_027,POL_2020_1,1,3,62,268,3,62,0.0436451985740405,267.81670354178,267.860348740354
TeBr_043,POL_2020_1,1,1,18,241,1,18,-0.237004168162287,241.190933336082,240.953929167919
TeBr_043,POL_2020_1,1,7,85,241,7,85,-0.293041401161815,241.190933336082,240.89789193492
TeBr_071,POL_2020_1,1,3,31,272,3,31,0.180227783730572,271.66441962376,271.84464740749
TeBr_084,POL_2020_1,1,3,4,258,3,4,-0.132223980540857,258.259025048373,258.126801067832
TeBr_180,POL_2020_1,1,5,27,258,5,27,-0.0251942196159689,257.901684777959,257.876490558343
TeBr_180,POL_2020_1,1,5,75,258,5,75,-0.00240554983946595,257.901684777959,257.899279228119
TeBr_180,POL_2020_1,1,11,118,258,11,118,-0.112953066853891,257.901684777959,257.788731711105
TeBr_248,POL_2020_1,1,3,82,284,3,82,0.35680623558784,283.685278853627,284.042085089215
TeBr_248,POL_2020_1,1,10,34,284,10,34,0.103602683677821,283.685278853627,283.788881537305
TeBr_263,POL_2020_1,1,2,101,270,2,101,0.226584414943318,270.044216144875,270.270800559818
TeBr_263,POL_2020_1,1,2,18,270,2,18,-0.0841201921895163,270.044216144875,269.960095952685
1091,POL_2020_3,3,15,54,277,15,54,-0.0985507089293947,277.020271647943,276.921720939014
1091,POL_2020_3,3,13,69,277,13,69,0.0584725009194926,277.020271647943,277.078744148863
1091,POL_2020_3,3,12,37,277,12,37,0.135458990054531,277.020271647943,277.155730637998
1113,POL_2020_3,3,13,64,307,13,64,0.255296558099758,306.86261585016,307.11791240826
1113,POL_2020_3,3,11,59,307,11,59,0.0241755112015767,306.86261585016,306.886791361362
1113,POL_2020_3,3,15,46,307,15,46,0.0401927890429192,306.86261585016,306.902808639203
1123,POL_2020_3,3,13,56,286,13,56,0.186114286982274,285.96428350871,286.150397795693
1123,POL_2020_3,3,13,77,286,13,77,0.0594771086059041,285.96428350871,286.023760617316
1123,POL_2020_3,3,15,8,286,15,8,-0.0829907120166809,285.96428350871,285.881292796694
118,POL_2020_3,3,12,110,285,12,110,-0.222901361689026,284.839750937188,284.616849575499
118,POL_2020_3,3,13,94,285,13,94,0.0599881929420576,284.839750937188,284.89973913013
118,POL_2020_3,3,13,48,285,13,48,0.317062279367235,284.839750937188,285.156813216555
12_204,POL_2020_3,3,14,112,270,14,112,-0.0462506099990492,270.042924305325,269.996673695326
12_204,POL_2020_3,3,13,18,270,13,18,0.089192217254606,270.042924305325,270.132116522579
12_B006,POL_2020_3,3,14,82,263,14,82,0.00370259774678061,263.062076940878,263.065779538625
12_B006,POL_2020_3,3,11,52,263,11,52,-0.0979365365400895,263.062076940878,262.964140404338
12_B006,POL_2020_3,3,13,27,263,13,27,0.0847100663833658,263.062076940878,263.146787007262
12_B057,POL_2020_3,3,15,79,265,15,79,-0.234626661310585,265.277710547391,265.04308388608
12_B057,POL_2020_3,3,12,35,265,12,35,-0.10824617740235,265.277710547391,265.169464369988
12_B057,POL_2020_3,3,11,2,265,11,2,0.350000853081554,265.277710547391,265.627711400472
12_B093,POL_2020_3,3,11,18,272,11,18,0.41713621094857,271.987172176616,272.404308387564
12_B093,POL_2020_3,3,15,7,272,15,7,-0.105284045882229,271.987172176616,271.881888130733
12_B093,POL_2020_3,3,12,96,272,12,96,-0.254298306342037,271.987172176616,271.732873870274
12_E017,POL_2020_3,3,14,90,276,14,90,0.0151081951432843,276.037102804153,276.052210999296
12_E017,POL_2020_3,3,12,44,276,12,44,0.0728834517027508,276.037102804153,276.109986255855
12_E034,POL_2020_3,3,14,4,307,14,4,0.114226662606882,306.854045208107,306.968271870714
12_E034,POL_2020_3,3,14,86,307,14,86,0.20537378194507,306.854045208107,307.059418990052
12_F014,POL_2020_3,3,11,42,269,11,42,0.124144855873908,268.96051497388,269.084659829754
12_F014,POL_2020_3,3,12,79,269,12,79,-0.0893382387994279,268.96051497388,268.871176735081
12_F023,POL_2020_3,3,14,40,268,14,40,0.0277430242038577,268.020661493368,268.048404517572
12_I003,POL_2020_3,3,13,115,291,13,115,0.196975106782588,290.538007092393,290.734982199175
12_I062,POL_2020_3,3,12,14,271,12,14,0.138862465820864,271.159416949855,271.298279415675
12_I062,POL_2020_3,3,14,79,271,14,79,-0.0875297107460256,271.159416949855,271.071887239109
12_I064,POL_2020_3,3,13,14,277,13,14,0.0954443744502669,277.028732999576,277.124177374026
12_J013,POL_2020_3,3,12,50,269,12,50,0.236801607069822,268.843180865706,269.079982472776
12_J013,POL_2020_3,3,12,107,269,12,107,-0.202876829971501,268.843180865706,268.640304035735
12_J015,POL_2020_3,3,14,35,269,14,35,0.0850547733518283,268.952834377534,269.037889150886
12_J015,POL_2020_3,3,12,72,269,12,72,-0.050305880813255,268.952834377534,268.902528496721
12_J027,POL_2020_3,3,13,118,286,13,118,-0.175642224653529,285.892126787722,285.716484563068
12_J027,POL_2020_3,3,13,11,286,13,11,0.226911141811854,285.892126787722,286.119037929534
12_J027,POL_2020_3,3,13,80,286,13,80,0.110789463054005,285.892126787722,286.002916250776
